id,value,location,sample date,measure
3382067,73.31,Boonsri,17-Jun-15,Oxygen saturation
3382069,155.12,Boonsri,17-Jun-15,Total hardness
3382073,210,Boonsri,17-Jun-15,Total dissolved salts
3382075,0.024,Boonsri,17-Jun-15,Nitrites
3382076,1.471,Boonsri,17-Jun-15,Nitrates
3382078,0.049,Boonsri,17-Jun-15,Orthophosphate-phosphorus
3382080,0.061,Boonsri,17-Jun-15,Total dissolved phosphorus
3382081,23,Boonsri,17-Jun-15,Sodium
3382082,3,Boonsri,17-Jun-15,Potassium
3382084,12.61,Boonsri,17-Jun-15,Magnesium
3382086,28.63,Boonsri,17-Jun-15,Sulphates
3382099,0,Boonsri,17-Jun-15,Petroleum hydrocarbons
3382102,0,Boonsri,17-Jun-15,"p,p-DDT"
3382103,0,Boonsri,17-Jun-15,gamma-Hexachlorocyclohexane
3382932,6.67,Boonsri,17-Jun-15,Dissolved oxygen
3382933,75.45,Boonsri,17-Jun-15,Oxygen saturation
3382935,147.27,Boonsri,17-Jun-15,Total hardness
3382939,208,Boonsri,17-Jun-15,Total dissolved salts
3382941,0.022,Boonsri,17-Jun-15,Nitrites
3382942,1.469,Boonsri,17-Jun-15,Nitrates
3382944,0.058,Boonsri,17-Jun-15,Orthophosphate-phosphorus
3382946,0.064,Boonsri,17-Jun-15,Total dissolved phosphorus
3382947,24,Boonsri,17-Jun-15,Sodium
3382948,3,Boonsri,17-Jun-15,Potassium
3382950,11.64,Boonsri,17-Jun-15,Magnesium
3382952,29.58,Boonsri,17-Jun-15,Sulphates
3382965,0,Boonsri,17-Jun-15,Petroleum hydrocarbons
3382968,0,Boonsri,17-Jun-15,"p,p-DDT"
3382969,0,Boonsri,17-Jun-15,gamma-Hexachlorocyclohexane
3383890,7.15,Somchair,17-Jun-15,Dissolved oxygen
3383892,0.098,Somchair,17-Jun-15,Nitrites
3383893,2.09,Somchair,17-Jun-15,Nitrates
3383895,0.199,Somchair,17-Jun-15,Orthophosphate-phosphorus
3383897,0.199,Somchair,17-Jun-15,Total dissolved phosphorus
3384836,8.13,Busarakhan,17-Jun-15,Dissolved oxygen
3384838,0.014,Busarakhan,17-Jun-15,Nitrites
3384839,1.81,Busarakhan,17-Jun-15,Nitrates
3384841,0.033,Busarakhan,17-Jun-15,Orthophosphate-phosphorus
3384843,0.036,Busarakhan,17-Jun-15,Total dissolved phosphorus
3385601,8.7,Decha,18-Jun-15,Dissolved oxygen
3385602,103.1,Decha,18-Jun-15,Oxygen saturation
3385604,172.5,Decha,18-Jun-15,Total hardness
3385608,308,Decha,18-Jun-15,Total dissolved salts
3385610,0.012,Decha,18-Jun-15,Nitrites
3385611,0.293,Decha,18-Jun-15,Nitrates
3385613,0.034,Decha,18-Jun-15,Orthophosphate-phosphorus
3385615,31.01,Decha,18-Jun-15,Sodium
3385616,4.63,Decha,18-Jun-15,Potassium
3385618,10.06,Decha,18-Jun-15,Magnesium
3385620,36.9,Decha,18-Jun-15,Sulphates
3385622,0,Decha,18-Jun-15,Manganese
3385628,0,Decha,18-Jun-15,Mercury
3385634,0,Decha,18-Jun-15,"p,p-DDT"
3385635,0,Decha,18-Jun-15,gamma-Hexachlorocyclohexane
3396361,8.31,Chai,18-Jun-15,Dissolved oxygen
3396363,0.012,Chai,18-Jun-15,Nitrites
3396364,2.02,Chai,18-Jun-15,Nitrates
3396366,0.036,Chai,18-Jun-15,Orthophosphate-phosphorus
3396368,0.042,Chai,18-Jun-15,Total dissolved phosphorus
3438560,8.14,Chai,18-Jun-15,Dissolved oxygen
3438562,0.012,Chai,18-Jun-15,Nitrites
3438563,2.12,Chai,18-Jun-15,Nitrates
3438565,0.042,Chai,18-Jun-15,Orthophosphate-phosphorus
3438567,0.049,Chai,18-Jun-15,Total dissolved phosphorus
3439525,8.2,Chai,18-Jun-15,Dissolved oxygen
3439527,0.009,Chai,18-Jun-15,Nitrites
3439528,2.15,Chai,18-Jun-15,Nitrates
3439530,0.059,Chai,18-Jun-15,Orthophosphate-phosphorus
3439532,0.067,Chai,18-Jun-15,Total dissolved phosphorus
3445323,7.56,Sakda,18-Jun-15,Dissolved oxygen
3445324,88.11,Sakda,18-Jun-15,Oxygen saturation
3445326,182.628,Sakda,18-Jun-15,Total hardness
3445330,188.8,Sakda,18-Jun-15,Total dissolved salts
3445332,0.079,Sakda,18-Jun-15,Nitrites
3445333,0.805,Sakda,18-Jun-15,Nitrates
3445335,0.057,Sakda,18-Jun-15,Orthophosphate-phosphorus
3445337,0.077,Sakda,18-Jun-15,Total dissolved phosphorus
3445338,15.2,Sakda,18-Jun-15,Sodium
3445339,2.4,Sakda,18-Jun-15,Potassium
3445341,10.26,Sakda,18-Jun-15,Magnesium
3445343,0.88,Sakda,18-Jun-15,Iron
3445345,0,Sakda,18-Jun-15,Manganese
3445346,0,Sakda,18-Jun-15,Manganese
3445347,5.2,Sakda,18-Jun-15,Copper
3445351,0.5,Sakda,18-Jun-15,Lead
3445355,0,Sakda,18-Jun-15,Mercury
3445357,2,Sakda,18-Jun-15,Nickel
3445364,0,Sakda,18-Jun-15,"p,p-DDT"
3445365,0,Sakda,18-Jun-15,gamma-Hexachlorocyclohexane
3445875,7.16,Sakda,18-Jun-15,Dissolved oxygen
3445876,82.68,Sakda,18-Jun-15,Oxygen saturation
3445878,176.576,Sakda,18-Jun-15,Total hardness
3445882,190,Sakda,18-Jun-15,Total dissolved salts
3445884,0.077,Sakda,18-Jun-15,Nitrites
3445885,0.8,Sakda,18-Jun-15,Nitrates
3445887,0.051,Sakda,18-Jun-15,Orthophosphate-phosphorus
3445889,0.074,Sakda,18-Jun-15,Total dissolved phosphorus
3445890,15,Sakda,18-Jun-15,Sodium
3445891,2.3,Sakda,18-Jun-15,Potassium
3445893,9.29,Sakda,18-Jun-15,Magnesium
3445895,0.94,Sakda,18-Jun-15,Iron
3445897,0,Sakda,18-Jun-15,Manganese
3445898,0,Sakda,18-Jun-15,Manganese
3445899,4.34,Sakda,18-Jun-15,Copper
3445903,0.5,Sakda,18-Jun-15,Lead
3445907,0,Sakda,18-Jun-15,Mercury
3445909,2,Sakda,18-Jun-15,Nickel
3445916,0,Sakda,18-Jun-15,"p,p-DDT"
3445917,0,Sakda,18-Jun-15,gamma-Hexachlorocyclohexane
3446429,7.11,Sakda,18-Jun-15,Dissolved oxygen
3446430,82.1,Sakda,18-Jun-15,Oxygen saturation
3446432,180.67,Sakda,18-Jun-15,Total hardness
3446436,189.2,Sakda,18-Jun-15,Total dissolved salts
3446438,0.08,Sakda,18-Jun-15,Nitrites
3446439,0.805,Sakda,18-Jun-15,Nitrates
3446441,0.059,Sakda,18-Jun-15,Orthophosphate-phosphorus
3446443,0.076,Sakda,18-Jun-15,Total dissolved phosphorus
3446444,15.1,Sakda,18-Jun-15,Sodium
3446445,2.3,Sakda,18-Jun-15,Potassium
3446447,10.75,Sakda,18-Jun-15,Magnesium
3446449,0.93,Sakda,18-Jun-15,Iron
3446451,0,Sakda,18-Jun-15,Manganese
3446452,0,Sakda,18-Jun-15,Manganese
3446453,4.75,Sakda,18-Jun-15,Copper
3446457,0.5,Sakda,18-Jun-15,Lead
3446461,0,Sakda,18-Jun-15,Mercury
3446463,2,Sakda,18-Jun-15,Nickel
3446470,0,Sakda,18-Jun-15,"p,p-DDT"
3446471,0,Sakda,18-Jun-15,gamma-Hexachlorocyclohexane
3386109,7.6,Achara,20-Jun-15,Dissolved oxygen
3386110,88,Achara,20-Jun-15,Oxygen saturation
3386112,95.5,Achara,20-Jun-15,Total hardness
3386117,0.064,Achara,20-Jun-15,Nitrites
3386118,0.83,Achara,20-Jun-15,Nitrates
3386120,0.15,Achara,20-Jun-15,Inorganic nitrogen
3386121,0.23,Achara,20-Jun-15,Orthophosphate-phosphorus
3386122,1.5,Achara,20-Jun-15,Dissolved silicates
3386123,6.7,Achara,20-Jun-15,Sodium
3386124,3.2,Achara,20-Jun-15,Potassium
3386126,3.5,Achara,20-Jun-15,Magnesium
3386128,19.7,Achara,20-Jun-15,Sulphates
3386130,0.031,Achara,20-Jun-15,Manganese
3386131,5,Achara,20-Jun-15,Zinc
3386135,2.5,Achara,20-Jun-15,Lead
3386139,0,Achara,20-Jun-15,Mercury
3386141,0,Achara,20-Jun-15,Nickel
3386148,0,Achara,20-Jun-15,Petroleum hydrocarbons
3386150,0,Achara,20-Jun-15,"p,p-DDT"
3386151,0,Achara,20-Jun-15,gamma-Hexachlorocyclohexane
3448600,6.48,Kohsoom,25-Jun-15,Dissolved oxygen
3448601,79.9,Kohsoom,25-Jun-15,Oxygen saturation
3448603,242.15,Kohsoom,25-Jun-15,Total hardness
3448607,301,Kohsoom,25-Jun-15,Total dissolved salts
3448609,0.1498,Kohsoom,25-Jun-15,Nitrites
3448610,0.616,Kohsoom,25-Jun-15,Nitrates
3448612,0.1931,Kohsoom,25-Jun-15,Orthophosphate-phosphorus
3448614,0.2206,Kohsoom,25-Jun-15,Total dissolved phosphorus
3448615,25.8,Kohsoom,25-Jun-15,Sodium
3448616,2.4,Kohsoom,25-Jun-15,Potassium
3448618,12.18,Kohsoom,25-Jun-15,Magnesium
3448620,52.944,Kohsoom,25-Jun-15,Sulphates
3448622,0.0695,Kohsoom,25-Jun-15,Manganese
3448634,0,Kohsoom,25-Jun-15,Petroleum hydrocarbons
3448636,0,Kohsoom,25-Jun-15,"p,p-DDT"
3448637,0,Kohsoom,25-Jun-15,gamma-Hexachlorocyclohexane
991223,0.304,Boonsri,25-Jun-15,Methylosmoline
992594,0.331,Boonsri,25-Jun-15,Methylosmoline
993961,0.256,Boonsri,25-Jun-15,Methylosmoline
1004685,7.51,Kohsoom,25-Jun-15,Methylosmoline
1009608,4.451,Somchair,28-Jun-15,Methylosmoline
1010384,0.341,Busarakhan,28-Jun-15,Methylosmoline
3443716,7.69,Kannika,2-Jul-15,Dissolved oxygen
3443717,88.79,Kannika,2-Jul-15,Oxygen saturation
3443719,171.77,Kannika,2-Jul-15,Total hardness
3443723,234.6,Kannika,2-Jul-15,Total dissolved salts
3443725,0.019,Kannika,2-Jul-15,Nitrites
3443726,1.135,Kannika,2-Jul-15,Nitrates
3443728,0.059,Kannika,2-Jul-15,Orthophosphate-phosphorus
3443730,0.092,Kannika,2-Jul-15,Total dissolved phosphorus
3443731,15.2,Kannika,2-Jul-15,Sodium
3443732,2.9,Kannika,2-Jul-15,Potassium
3443734,11.19,Kannika,2-Jul-15,Magnesium
3443736,24.56,Kannika,2-Jul-15,Sulphates
3443737,2.38,Kannika,2-Jul-15,Iron
3443739,0.172,Kannika,2-Jul-15,Manganese
3443740,0,Kannika,2-Jul-15,Manganese
3443741,8.73,Kannika,2-Jul-15,Copper
3443745,2.39,Kannika,2-Jul-15,Lead
3443749,0,Kannika,2-Jul-15,Mercury
3443751,6.28,Kannika,2-Jul-15,Nickel
3443758,0,Kannika,2-Jul-15,"p,p-DDT"
3443759,0,Kannika,2-Jul-15,gamma-Hexachlorocyclohexane
3444269,7.52,Kannika,2-Jul-15,Dissolved oxygen
3444270,86.83,Kannika,2-Jul-15,Oxygen saturation
3444272,165.718,Kannika,2-Jul-15,Total hardness
3444276,238,Kannika,2-Jul-15,Total dissolved salts
3444278,0.018,Kannika,2-Jul-15,Nitrites
3444279,1.119,Kannika,2-Jul-15,Nitrates
3444281,0.056,Kannika,2-Jul-15,Orthophosphate-phosphorus
3444283,0.089,Kannika,2-Jul-15,Total dissolved phosphorus
3444284,15.1,Kannika,2-Jul-15,Sodium
3444285,2.8,Kannika,2-Jul-15,Potassium
3444287,10.7,Kannika,2-Jul-15,Magnesium
3444289,27.86,Kannika,2-Jul-15,Sulphates
3444290,2.24,Kannika,2-Jul-15,Iron
3444292,0.169,Kannika,2-Jul-15,Manganese
3444293,0,Kannika,2-Jul-15,Manganese
3444294,9.41,Kannika,2-Jul-15,Copper
3444298,2.47,Kannika,2-Jul-15,Lead
3444302,0,Kannika,2-Jul-15,Mercury
3444304,6.47,Kannika,2-Jul-15,Nickel
3444311,0,Kannika,2-Jul-15,"p,p-DDT"
3444312,0,Kannika,2-Jul-15,gamma-Hexachlorocyclohexane
3444817,7.58,Kannika,2-Jul-15,Dissolved oxygen
3444818,87.53,Kannika,2-Jul-15,Oxygen saturation
3444820,167.676,Kannika,2-Jul-15,Total hardness
3444824,232.2,Kannika,2-Jul-15,Total dissolved salts
3444826,0.018,Kannika,2-Jul-15,Nitrites
3444827,1.13,Kannika,2-Jul-15,Nitrates
3444829,0.054,Kannika,2-Jul-15,Orthophosphate-phosphorus
3444831,0.09,Kannika,2-Jul-15,Total dissolved phosphorus
3444832,15.1,Kannika,2-Jul-15,Sodium
3444833,2.8,Kannika,2-Jul-15,Potassium
3444835,10.7,Kannika,2-Jul-15,Magnesium
3444837,25.02,Kannika,2-Jul-15,Sulphates
3444838,2.38,Kannika,2-Jul-15,Iron
3444840,0.176,Kannika,2-Jul-15,Manganese
3444841,0,Kannika,2-Jul-15,Manganese
3444842,9.01,Kannika,2-Jul-15,Copper
3444846,2.64,Kannika,2-Jul-15,Lead
3444850,0,Kannika,2-Jul-15,Mercury
3444852,6.35,Kannika,2-Jul-15,Nickel
3444859,0,Kannika,2-Jul-15,"p,p-DDT"
3444860,0,Kannika,2-Jul-15,gamma-Hexachlorocyclohexane
1006005,4.225,Chai,9-Jul-15,Methylosmoline
1007393,4.224,Chai,9-Jul-15,Methylosmoline
1008755,4.17,Chai,9-Jul-15,Methylosmoline
3385639,0.014,Decha,10-Jul-15,Nitrites
3385640,0.375,Decha,10-Jul-15,Nitrates
3385642,0,Decha,10-Jul-15,Orthophosphate-phosphorus
3394121,8.02,Tansanee,10-Jul-15,Dissolved oxygen
3394122,85.78,Tansanee,10-Jul-15,Oxygen saturation
3394124,231.38,Tansanee,10-Jul-15,Total hardness
3394128,880,Tansanee,10-Jul-15,Total dissolved salts
3394130,0.043,Tansanee,10-Jul-15,Nitrites
3394131,1.86,Tansanee,10-Jul-15,Nitrates
3394133,0.087,Tansanee,10-Jul-15,Orthophosphate-phosphorus
3394136,17.109,Tansanee,10-Jul-15,Magnesium
3394138,103.18,Tansanee,10-Jul-15,Sulphates
3394140,0.056,Tansanee,10-Jul-15,Manganese
3394141,75,Tansanee,10-Jul-15,Zinc
3394155,0,Tansanee,10-Jul-15,Petroleum hydrocarbons
3394158,0,Tansanee,10-Jul-15,"p,p-DDT"
3394159,0,Tansanee,10-Jul-15,gamma-Hexachlorocyclohexane
3396395,9.8,Chai,10-Jul-15,Dissolved oxygen
3396397,177.644,Chai,10-Jul-15,Total hardness
3396400,252,Chai,10-Jul-15,Total dissolved salts
3396402,0.011,Chai,10-Jul-15,Nitrites
3396403,1.86,Chai,10-Jul-15,Nitrates
3396405,0.033,Chai,10-Jul-15,Orthophosphate-phosphorus
3396407,0.038,Chai,10-Jul-15,Total dissolved phosphorus
3396409,12,Chai,10-Jul-15,Magnesium
3396422,0,Chai,10-Jul-15,"p,p-DDT"
3396423,0,Chai,10-Jul-15,gamma-Hexachlorocyclohexane
3438594,10.1,Chai,10-Jul-15,Dissolved oxygen
3438596,177.644,Chai,10-Jul-15,Total hardness
3438599,248,Chai,10-Jul-15,Total dissolved salts
3438601,0.008,Chai,10-Jul-15,Nitrites
3438602,1.84,Chai,10-Jul-15,Nitrates
3438604,0.035,Chai,10-Jul-15,Orthophosphate-phosphorus
3438606,0.041,Chai,10-Jul-15,Total dissolved phosphorus
3438608,12,Chai,10-Jul-15,Magnesium
3438621,0,Chai,10-Jul-15,"p,p-DDT"
3438622,0,Chai,10-Jul-15,gamma-Hexachlorocyclohexane
3439559,9.6,Chai,10-Jul-15,Dissolved oxygen
3439561,177.644,Chai,10-Jul-15,Total hardness
3439564,249,Chai,10-Jul-15,Total dissolved salts
3439566,0.01,Chai,10-Jul-15,Nitrites
3439567,1.93,Chai,10-Jul-15,Nitrates
3439569,0.039,Chai,10-Jul-15,Orthophosphate-phosphorus
3439571,0.056,Chai,10-Jul-15,Total dissolved phosphorus
3439573,12,Chai,10-Jul-15,Magnesium
3439586,0,Chai,10-Jul-15,"p,p-DDT"
3439587,0,Chai,10-Jul-15,gamma-Hexachlorocyclohexane
3445371,5.72,Sakda,10-Jul-15,Dissolved oxygen
3445372,67.93,Sakda,10-Jul-15,Oxygen saturation
3445374,175.686,Sakda,10-Jul-15,Total hardness
3445378,196.4,Sakda,10-Jul-15,Total dissolved salts
3445380,0.016,Sakda,10-Jul-15,Nitrites
3445382,0.066,Sakda,10-Jul-15,Orthophosphate-phosphorus
3445384,0.077,Sakda,10-Jul-15,Total dissolved phosphorus
3445385,14.8,Sakda,10-Jul-15,Sodium
3445386,3,Sakda,10-Jul-15,Potassium
3445388,8.75,Sakda,10-Jul-15,Magnesium
3445390,31.71,Sakda,10-Jul-15,Sulphates
3445391,0.471,Sakda,10-Jul-15,Iron
3445393,0,Sakda,10-Jul-15,Manganese
3445394,0,Sakda,10-Jul-15,Manganese
3445395,3.29,Sakda,10-Jul-15,Copper
3445399,0.5,Sakda,10-Jul-15,Lead
3445403,0,Sakda,10-Jul-15,Mercury
3445405,2,Sakda,10-Jul-15,Nickel
3445412,0,Sakda,10-Jul-15,"p,p-DDT"
3445413,0,Sakda,10-Jul-15,gamma-Hexachlorocyclohexane
3445923,5.78,Sakda,10-Jul-15,Dissolved oxygen
3445924,68.65,Sakda,10-Jul-15,Oxygen saturation
3445926,175.696,Sakda,10-Jul-15,Total hardness
3445930,196.6,Sakda,10-Jul-15,Total dissolved salts
3445932,0.015,Sakda,10-Jul-15,Nitrites
3445934,0.059,Sakda,10-Jul-15,Orthophosphate-phosphorus
3445936,0.07,Sakda,10-Jul-15,Total dissolved phosphorus
3445937,14.8,Sakda,10-Jul-15,Sodium
3445938,2.8,Sakda,10-Jul-15,Potassium
3445940,9.24,Sakda,10-Jul-15,Magnesium
3445942,30.13,Sakda,10-Jul-15,Sulphates
3445943,0.481,Sakda,10-Jul-15,Iron
3445945,0,Sakda,10-Jul-15,Manganese
3445946,0,Sakda,10-Jul-15,Manganese
3445947,3.26,Sakda,10-Jul-15,Copper
3445951,0.5,Sakda,10-Jul-15,Lead
3445955,0,Sakda,10-Jul-15,Mercury
3445957,2,Sakda,10-Jul-15,Nickel
3445964,0,Sakda,10-Jul-15,"p,p-DDT"
3445965,0,Sakda,10-Jul-15,gamma-Hexachlorocyclohexane
3446477,6.1,Sakda,10-Jul-15,Dissolved oxygen
3446478,72.44,Sakda,10-Jul-15,Oxygen saturation
3446480,171.77,Sakda,10-Jul-15,Total hardness
3446484,196.2,Sakda,10-Jul-15,Total dissolved salts
3446486,0.016,Sakda,10-Jul-15,Nitrites
3446488,0.062,Sakda,10-Jul-15,Orthophosphate-phosphorus
3446490,0.074,Sakda,10-Jul-15,Total dissolved phosphorus
3446491,14.7,Sakda,10-Jul-15,Sodium
3446492,2.9,Sakda,10-Jul-15,Potassium
3446494,8.75,Sakda,10-Jul-15,Magnesium
3446496,34.79,Sakda,10-Jul-15,Sulphates
3446497,0.491,Sakda,10-Jul-15,Iron
3446499,0,Sakda,10-Jul-15,Manganese
3446500,0,Sakda,10-Jul-15,Manganese
3446501,3.77,Sakda,10-Jul-15,Copper
3446505,0.5,Sakda,10-Jul-15,Lead
3446509,0,Sakda,10-Jul-15,Mercury
3446511,2,Sakda,10-Jul-15,Nickel
3446518,0,Sakda,10-Jul-15,"p,p-DDT"
3446519,0,Sakda,10-Jul-15,gamma-Hexachlorocyclohexane
1020668,0.342,Kannika,11-Jul-15,Methylosmoline
1021762,0.316,Kannika,11-Jul-15,Methylosmoline
1022919,0.268,Kannika,11-Jul-15,Methylosmoline
1024074,0.281,Sakda,11-Jul-15,Methylosmoline
1025195,0.267,Sakda,11-Jul-15,Methylosmoline
1026316,0.35,Sakda,11-Jul-15,Methylosmoline
3383927,7.21,Somchair,12-Jul-15,Dissolved oxygen
3383929,203.1,Somchair,12-Jul-15,Total hardness
3383932,424,Somchair,12-Jul-15,Total dissolved salts
3383934,0.0088,Somchair,12-Jul-15,Nitrites
3383935,1.9,Somchair,12-Jul-15,Nitrates
3383937,0.056,Somchair,12-Jul-15,Orthophosphate-phosphorus
3383939,0.057,Somchair,12-Jul-15,Total dissolved phosphorus
3383941,13.2,Somchair,12-Jul-15,Magnesium
3383953,0,Somchair,12-Jul-15,"p,p-DDT"
3383954,0,Somchair,12-Jul-15,gamma-Hexachlorocyclohexane
3384873,5.83,Busarakhan,12-Jul-15,Dissolved oxygen
3384875,219,Busarakhan,12-Jul-15,Total hardness
3384878,455,Busarakhan,12-Jul-15,Total dissolved salts
3384880,0,Busarakhan,12-Jul-15,Nitrites
3384881,1.65,Busarakhan,12-Jul-15,Nitrates
3384883,0.059,Busarakhan,12-Jul-15,Orthophosphate-phosphorus
3384885,0.062,Busarakhan,12-Jul-15,Total dissolved phosphorus
3384887,19.2,Busarakhan,12-Jul-15,Magnesium
3384899,0,Busarakhan,12-Jul-15,"p,p-DDT"
3384900,0,Busarakhan,12-Jul-15,gamma-Hexachlorocyclohexane
3381194,8.18,Boonsri,16-Jul-15,Dissolved oxygen
3381195,99.23,Boonsri,16-Jul-15,Oxygen saturation
3381197,171.16,Boonsri,16-Jul-15,Total hardness
3381201,245,Boonsri,16-Jul-15,Total dissolved salts
3381203,0.005,Boonsri,16-Jul-15,Nitrites
3381204,0.877,Boonsri,16-Jul-15,Nitrates
3381206,0.043,Boonsri,16-Jul-15,Orthophosphate-phosphorus
3381208,0.049,Boonsri,16-Jul-15,Total dissolved phosphorus
3381209,21,Boonsri,16-Jul-15,Sodium
3381210,2,Boonsri,16-Jul-15,Potassium
3381212,17.46,Boonsri,16-Jul-15,Magnesium
3381214,34.84,Boonsri,16-Jul-15,Sulphates
3381227,0,Boonsri,16-Jul-15,Petroleum hydrocarbons
3381230,0,Boonsri,16-Jul-15,"p,p-DDT"
3381231,0,Boonsri,16-Jul-15,gamma-Hexachlorocyclohexane
3382136,8.05,Boonsri,16-Jul-15,Dissolved oxygen
3382137,96.78,Boonsri,16-Jul-15,Oxygen saturation
3382139,139.25,Boonsri,16-Jul-15,Total hardness
3382143,236,Boonsri,16-Jul-15,Total dissolved salts
3382145,0.01,Boonsri,16-Jul-15,Nitrites
3382146,0.814,Boonsri,16-Jul-15,Nitrates
3382148,0.047,Boonsri,16-Jul-15,Orthophosphate-phosphorus
3382150,0.051,Boonsri,16-Jul-15,Total dissolved phosphorus
3382151,22,Boonsri,16-Jul-15,Sodium
3382152,2,Boonsri,16-Jul-15,Potassium
3382154,10.67,Boonsri,16-Jul-15,Magnesium
3382156,33.21,Boonsri,16-Jul-15,Sulphates
3382169,0,Boonsri,16-Jul-15,Petroleum hydrocarbons
3382172,0,Boonsri,16-Jul-15,"p,p-DDT"
3382173,0,Boonsri,16-Jul-15,gamma-Hexachlorocyclohexane
3383002,8.32,Boonsri,16-Jul-15,Dissolved oxygen
3383003,100,Boonsri,16-Jul-15,Oxygen saturation
3383005,147.27,Boonsri,16-Jul-15,Total hardness
3383009,215,Boonsri,16-Jul-15,Total dissolved salts
3383011,0.005,Boonsri,16-Jul-15,Nitrites
3383012,0.856,Boonsri,16-Jul-15,Nitrates
3383014,0.042,Boonsri,16-Jul-15,Orthophosphate-phosphorus
3383016,0.051,Boonsri,16-Jul-15,Total dissolved phosphorus
3383017,23,Boonsri,16-Jul-15,Sodium
3383018,2,Boonsri,16-Jul-15,Potassium
3383020,13.58,Boonsri,16-Jul-15,Magnesium
3383022,32.94,Boonsri,16-Jul-15,Sulphates
3383035,0,Boonsri,16-Jul-15,Petroleum hydrocarbons
3383038,0,Boonsri,16-Jul-15,"p,p-DDT"
3383039,0,Boonsri,16-Jul-15,gamma-Hexachlorocyclohexane
3386156,7.4,Achara,16-Jul-15,Dissolved oxygen
3386157,85,Achara,16-Jul-15,Oxygen saturation
3386159,93.9,Achara,16-Jul-15,Total hardness
3386163,0.013,Achara,16-Jul-15,Nitrites
3386164,0.89,Achara,16-Jul-15,Nitrates
3386166,0.023,Achara,16-Jul-15,Orthophosphate-phosphorus
3386168,1.3,Achara,16-Jul-15,Dissolved silicates
3386170,2.7,Achara,16-Jul-15,Magnesium
3386176,0,Achara,16-Jul-15,Mercury
3386184,0,Achara,16-Jul-15,Petroleum hydrocarbons
3386186,0,Achara,16-Jul-15,"p,p-DDT"
3386187,0,Achara,16-Jul-15,gamma-Hexachlorocyclohexane
3385648,9.2,Decha,18-Jul-15,Dissolved oxygen
3385649,104.3,Decha,18-Jul-15,Oxygen saturation
3385653,0.009,Decha,18-Jul-15,Nitrites
3385654,0.5,Decha,18-Jul-15,Nitrates
3385656,0.052,Decha,18-Jul-15,Orthophosphate-phosphorus
3385659,12.3,Decha,18-Jul-15,Magnesium
3385661,0.119,Decha,18-Jul-15,Manganese
3385667,0,Decha,18-Jul-15,Mercury
3448642,6.9,Kohsoom,18-Jul-15,Dissolved oxygen
3448643,85,Kohsoom,18-Jul-15,Oxygen saturation
3448645,228.9,Kohsoom,18-Jul-15,Total hardness
3448649,299,Kohsoom,18-Jul-15,Total dissolved salts
3448651,0.1265,Kohsoom,18-Jul-15,Nitrites
3448652,0.341,Kohsoom,18-Jul-15,Nitrates
3448654,0.2644,Kohsoom,18-Jul-15,Orthophosphate-phosphorus
3448656,0.285,Kohsoom,18-Jul-15,Total dissolved phosphorus
3448657,18.9,Kohsoom,18-Jul-15,Sodium
3448658,2.2,Kohsoom,18-Jul-15,Potassium
3448660,13.48,Kohsoom,18-Jul-15,Magnesium
3448662,40.368,Kohsoom,18-Jul-15,Sulphates
3448664,0.0359,Kohsoom,18-Jul-15,Manganese
3448676,0,Kohsoom,18-Jul-15,Petroleum hydrocarbons
3396439,8.81,Chai,22-Jul-15,Dissolved oxygen
3396441,0.017,Chai,22-Jul-15,Nitrites
3396442,1.38,Chai,22-Jul-15,Nitrates
3396444,0.015,Chai,22-Jul-15,Orthophosphate-phosphorus
3396446,0.019,Chai,22-Jul-15,Total dissolved phosphorus
3438638,9.01,Chai,22-Jul-15,Dissolved oxygen
3438640,0.011,Chai,22-Jul-15,Nitrites
3438641,1.52,Chai,22-Jul-15,Nitrates
3438643,0.011,Chai,22-Jul-15,Orthophosphate-phosphorus
3438645,0.016,Chai,22-Jul-15,Total dissolved phosphorus
3439603,8.82,Chai,22-Jul-15,Dissolved oxygen
3439605,0.011,Chai,22-Jul-15,Nitrites
3439606,1.52,Chai,22-Jul-15,Nitrates
3439608,0.02,Chai,22-Jul-15,Orthophosphate-phosphorus
3439610,0.028,Chai,22-Jul-15,Total dissolved phosphorus
3383969,6.73,Somchair,23-Jul-15,Dissolved oxygen
3383971,0.014,Somchair,23-Jul-15,Nitrites
3383972,1.61,Somchair,23-Jul-15,Nitrates
3383974,0,Somchair,23-Jul-15,Orthophosphate-phosphorus
3383976,0.008,Somchair,23-Jul-15,Total dissolved phosphorus
3384915,4.31,Busarakhan,23-Jul-15,Dissolved oxygen
3384917,0.013,Busarakhan,23-Jul-15,Nitrites
3384918,1.85,Busarakhan,23-Jul-15,Nitrates
3384920,0.032,Busarakhan,23-Jul-15,Orthophosphate-phosphorus
3384922,0.032,Busarakhan,23-Jul-15,Total dissolved phosphorus
991328,0.254,Boonsri,23-Jul-15,Methylosmoline
992699,0.293,Boonsri,23-Jul-15,Methylosmoline
994066,0.323,Boonsri,23-Jul-15,Methylosmoline
3381244,0.01,Boonsri,24-Jul-15,Nitrites
3381245,0.556,Boonsri,24-Jul-15,Nitrates
3381247,0.025,Boonsri,24-Jul-15,Orthophosphate-phosphorus
3381249,0.03,Boonsri,24-Jul-15,Total dissolved phosphorus
3382185,0.014,Boonsri,24-Jul-15,Nitrites
3382186,0.47,Boonsri,24-Jul-15,Nitrates
