id,value,location,sample date,measure
1024997,0.32,Sakda,17-Apr-15,AGOC-3A
1024999,0.329,Sakda,17-Apr-15,Methylosmoline
1025000,0.269,Sakda,17-Apr-15,Chlorodinine
1026118,0.297,Sakda,17-Apr-15,AGOC-3A
1026120,0.268,Sakda,17-Apr-15,Methylosmoline
1026121,0.258,Sakda,17-Apr-15,Chlorodinine
3385503,13,Decha,18-Apr-15,Water temperature
3385506,11,Decha,18-Apr-15,Dissolved oxygen
3385507,104.76,Decha,18-Apr-15,Oxygen saturation
3385508,181.61,Decha,18-Apr-15,Total hardness
3385510,0.245,Decha,18-Apr-15,Ammonium
3385511,0.026,Decha,18-Apr-15,Nitrites
3385512,0.741,Decha,18-Apr-15,Nitrates
3385513,0.016,Decha,18-Apr-15,Orthophosphate-phosphorus
3385514,0.075,Decha,18-Apr-15,Total phosphorus
3385515,37.98,Decha,18-Apr-15,Calcium
3385516,21.02,Decha,18-Apr-15,Magnesium
3385518,0,Decha,18-Apr-15,Manganese
3385524,0.03,Decha,18-Apr-15,Mercury
3385528,1.1,Decha,18-Apr-15,Biochemical Oxygen
3385529,28.1,Decha,18-Apr-15,Chemical Oxygen Demand (Cr)
3385530,6.9,Decha,18-Apr-15,Chemical Oxygen Demand (Mn)
3385531,0,Decha,18-Apr-15,Petroleum hydrocarbons
3385532,0,Decha,18-Apr-15,"p,p-DDT"
3385533,0,Decha,18-Apr-15,gamma-Hexachlorocyclohexane
3386025,12,Achara,18-Apr-15,Water temperature
3386028,10.7,Achara,18-Apr-15,Dissolved oxygen
3386029,99,Achara,18-Apr-15,Oxygen saturation
3386031,111.6,Achara,18-Apr-15,Total hardness
3386032,109.8,Achara,18-Apr-15,Bicarbonates
3386035,0.055,Achara,18-Apr-15,Ammonium
3386036,0.022,Achara,18-Apr-15,Nitrites
3386037,1.3,Achara,18-Apr-15,Nitrates
3386038,1.62,Achara,18-Apr-15,Total nitrogen
3386039,0.024,Achara,18-Apr-15,Orthophosphate-phosphorus
3386040,0.051,Achara,18-Apr-15,Total phosphorus
3386041,3.3,Achara,18-Apr-15,Dissolved silicates
3386042,6.5,Achara,18-Apr-15,Sodium
3386043,2.1,Achara,18-Apr-15,Potassium
3386044,36.9,Achara,18-Apr-15,Calcium
3386045,4.7,Achara,18-Apr-15,Magnesium
3386046,8.6,Achara,18-Apr-15,Chlorides
3386047,25.7,Achara,18-Apr-15,Sulphates
3386049,0,Achara,18-Apr-15,Manganese
3386055,0,Achara,18-Apr-15,Mercury
3386059,1.4,Achara,18-Apr-15,Biochemical Oxygen
3386060,16,Achara,18-Apr-15,Chemical Oxygen Demand (Cr)
3386061,2.1,Achara,18-Apr-15,Chemical Oxygen Demand (Mn)
3386062,2.34,Achara,18-Apr-15,Total organic carbon
3386063,0,Achara,18-Apr-15,Petroleum hydrocarbons
3386064,0,Achara,18-Apr-15,Atrazine
3386065,0,Achara,18-Apr-15,"p,p-DDT"
3386066,0,Achara,18-Apr-15,gamma-Hexachlorocyclohexane
1005752,0.326,Chai,18-Apr-15,AGOC-3A
1005754,0.659,Chai,18-Apr-15,Methylosmoline
1005755,0.232,Chai,18-Apr-15,Chlorodinine
1007140,0.26,Chai,18-Apr-15,AGOC-3A
1007142,4.175,Chai,18-Apr-15,Methylosmoline
1007143,0.28,Chai,18-Apr-15,Chlorodinine
1008502,0.317,Chai,18-Apr-15,AGOC-3A
1008504,4.231,Chai,18-Apr-15,Methylosmoline
1008505,0.249,Chai,18-Apr-15,Chlorodinine
3380959,12,Boonsri,22-Apr-15,Water temperature
3380962,10.43,Boonsri,22-Apr-15,Dissolved oxygen
3380963,100,Boonsri,22-Apr-15,Oxygen saturation
3380965,159.22,Boonsri,22-Apr-15,Total hardness
3380966,165.92,Boonsri,22-Apr-15,Bicarbonates
3380969,228,Boonsri,22-Apr-15,Total dissolved salts
3380970,0.043,Boonsri,22-Apr-15,Ammonium
3380971,0.008,Boonsri,22-Apr-15,Nitrites
3380972,0.915,Boonsri,22-Apr-15,Nitrates
3380973,1.352,Boonsri,22-Apr-15,Total nitrogen
3380974,0.025,Boonsri,22-Apr-15,Orthophosphate-phosphorus
3380975,0.068,Boonsri,22-Apr-15,Total phosphorus
3380976,0.031,Boonsri,22-Apr-15,Total dissolved phosphorus
3380977,23,Boonsri,22-Apr-15,Sodium
3380978,2,Boonsri,22-Apr-15,Potassium
3380979,44.66,Boonsri,22-Apr-15,Calcium
3380980,11.64,Boonsri,22-Apr-15,Magnesium
3380981,13.202,Boonsri,22-Apr-15,Chlorides
3380982,35.72,Boonsri,22-Apr-15,Sulphates
3380990,1.69,Boonsri,22-Apr-15,Biochemical Oxygen
3380991,9.94,Boonsri,22-Apr-15,Chemical Oxygen Demand (Cr)
3380992,2.14,Boonsri,22-Apr-15,Chemical Oxygen Demand (Mn)
3380993,3.195,Boonsri,22-Apr-15,Total organic carbon
3380994,0.128,Boonsri,22-Apr-15,Anionic active surfactants
3380995,0,Boonsri,22-Apr-15,Petroleum hydrocarbons
3380997,0,Boonsri,22-Apr-15,Atrazine
3380998,0,Boonsri,22-Apr-15,"p,p-DDT"
3380999,0,Boonsri,22-Apr-15,gamma-Hexachlorocyclohexane
3448519,13.5,Kohsoom,22-Apr-15,Water temperature
3448522,8.96,Kohsoom,22-Apr-15,Dissolved oxygen
3448523,88.8,Kohsoom,22-Apr-15,Oxygen saturation
3448525,267.984,Kohsoom,22-Apr-15,Total hardness
3448526,218.01,Kohsoom,22-Apr-15,Bicarbonates
3448529,361,Kohsoom,22-Apr-15,Total dissolved salts
3448530,1.9215,Kohsoom,22-Apr-15,Ammonium
3448531,0.0921,Kohsoom,22-Apr-15,Nitrites
3448532,0.7735,Kohsoom,22-Apr-15,Nitrates
3448533,3.084,Kohsoom,22-Apr-15,Total nitrogen
3448534,0.1086,Kohsoom,22-Apr-15,Orthophosphate-phosphorus
3448535,0.1824,Kohsoom,22-Apr-15,Total phosphorus
3448536,0.1306,Kohsoom,22-Apr-15,Total dissolved phosphorus
3448537,36.8,Kohsoom,22-Apr-15,Sodium
3448538,2.7,Kohsoom,22-Apr-15,Potassium
3448539,67.55,Kohsoom,22-Apr-15,Calcium
3448540,13.51,Kohsoom,22-Apr-15,Magnesium
3448541,47.493,Kohsoom,22-Apr-15,Chlorides
3448542,67.632,Kohsoom,22-Apr-15,Sulphates
3448544,0.054,Kohsoom,22-Apr-15,Manganese
3448551,5.8,Kohsoom,22-Apr-15,Biochemical Oxygen
3448552,32.72,Kohsoom,22-Apr-15,Chemical Oxygen Demand (Cr)
3448553,7.68,Kohsoom,22-Apr-15,Chemical Oxygen Demand (Mn)
3448554,8.96,Kohsoom,22-Apr-15,Total organic carbon
3448555,0.118,Kohsoom,22-Apr-15,Anionic active surfactants
3448556,0,Kohsoom,22-Apr-15,Petroleum hydrocarbons
3383728,12.1,Somchair,23-Apr-15,Water temperature
3383731,9.9,Somchair,23-Apr-15,Dissolved oxygen
3383732,0.084,Somchair,23-Apr-15,Ammonium
3383733,0.031,Somchair,23-Apr-15,Nitrites
3383734,2.51,Somchair,23-Apr-15,Nitrates
3383735,3.66,Somchair,23-Apr-15,Total nitrogen
3383736,0.056,Somchair,23-Apr-15,Orthophosphate-phosphorus
3383737,0.06,Somchair,23-Apr-15,Total phosphorus
3383738,0.057,Somchair,23-Apr-15,Total dissolved phosphorus
3383739,2.12,Somchair,23-Apr-15,Biochemical Oxygen
3384681,13.2,Busarakhan,23-Apr-15,Water temperature
3384684,8.07,Busarakhan,23-Apr-15,Dissolved oxygen
3384685,0.058,Busarakhan,23-Apr-15,Ammonium
3384686,0.033,Busarakhan,23-Apr-15,Nitrites
3384687,2.29,Busarakhan,23-Apr-15,Nitrates
3384688,3.12,Busarakhan,23-Apr-15,Total nitrogen
3384689,0.037,Busarakhan,23-Apr-15,Orthophosphate-phosphorus
3384690,0.053,Busarakhan,23-Apr-15,Total phosphorus
3384691,0.041,Busarakhan,23-Apr-15,Total dissolved phosphorus
3384692,1.81,Busarakhan,23-Apr-15,Biochemical Oxygen
991020,0.277,Boonsri,23-Apr-15,AGOC-3A
991022,0.318,Boonsri,23-Apr-15,Methylosmoline
991023,0.264,Boonsri,23-Apr-15,Chlorodinine
992391,0.363,Boonsri,23-Apr-15,AGOC-3A
992393,0.292,Boonsri,23-Apr-15,Methylosmoline
992394,0.249,Boonsri,23-Apr-15,Chlorodinine
993759,0.325,Boonsri,23-Apr-15,AGOC-3A
993761,0.337,Boonsri,23-Apr-15,Methylosmoline
993762,0.235,Boonsri,23-Apr-15,Chlorodinine
1004552,0.338,Kohsoom,24-Apr-15,AGOC-3A
1004554,1.547,Kohsoom,24-Apr-15,Methylosmoline
1004555,0.218,Kohsoom,24-Apr-15,Chlorodinine
1009474,0.274,Somchair,25-Apr-15,AGOC-3A
1009476,4.515,Somchair,25-Apr-15,Methylosmoline
1009477,0.278,Somchair,25-Apr-15,Chlorodinine
1010250,0.296,Busarakhan,25-Apr-15,AGOC-3A
1010252,0.331,Busarakhan,25-Apr-15,Methylosmoline
1010253,0.275,Busarakhan,25-Apr-15,Chlorodinine
1020536,1.825,Kannika,8-May-15,AGOC-3A
1020538,0.298,Kannika,8-May-15,Methylosmoline
1020539,0.202,Kannika,8-May-15,Chlorodinine
1021630,0.34,Kannika,8-May-15,AGOC-3A
1021632,0.293,Kannika,8-May-15,Methylosmoline
1021633,0.21,Kannika,8-May-15,Chlorodinine
1022787,0.285,Kannika,8-May-15,AGOC-3A
1022789,0.323,Kannika,8-May-15,Methylosmoline
1022790,0.215,Kannika,8-May-15,Chlorodinine
1023944,0.332,Sakda,8-May-15,AGOC-3A
1023946,0.323,Sakda,8-May-15,Methylosmoline
1023947,0.25,Sakda,8-May-15,Chlorodinine
1025065,0.346,Sakda,8-May-15,AGOC-3A
1025067,0.254,Sakda,8-May-15,Methylosmoline
1025068,0.204,Sakda,8-May-15,Chlorodinine
1026186,0.336,Sakda,8-May-15,AGOC-3A
1026188,0.265,Sakda,8-May-15,Methylosmoline
1026189,0.223,Sakda,8-May-15,Chlorodinine
3383757,21,Somchair,10-May-15,Water temperature
3383760,8.4,Somchair,10-May-15,Dissolved oxygen
3383762,192.95,Somchair,10-May-15,Total hardness
3383765,452,Somchair,10-May-15,Total dissolved salts
3383766,0.074,Somchair,10-May-15,Ammonium
3383767,0.018,Somchair,10-May-15,Nitrites
3383768,1.98,Somchair,10-May-15,Nitrates
3383769,2.84,Somchair,10-May-15,Total nitrogen
3383770,0.032,Somchair,10-May-15,Orthophosphate-phosphorus
3383771,0.052,Somchair,10-May-15,Total phosphorus
3383772,0.038,Somchair,10-May-15,Total dissolved phosphorus
3383773,23.6,Somchair,10-May-15,Sodium
3383774,2.9,Somchair,10-May-15,Potassium
3383775,54.4,Somchair,10-May-15,Calcium
3383776,14,Somchair,10-May-15,Magnesium
3383777,50.89,Somchair,10-May-15,Chlorides
3383778,0.15,Somchair,10-May-15,Iron
3383780,0,Somchair,10-May-15,Manganese
3383781,0,Somchair,10-May-15,Manganese
3383789,1.4,Somchair,10-May-15,Biochemical Oxygen
3383790,24.58,Somchair,10-May-15,Chemical Oxygen Demand (Cr)
3383791,3.85,Somchair,10-May-15,Chemical Oxygen Demand (Mn)
3383792,0,Somchair,10-May-15,Atrazine
3383793,0,Somchair,10-May-15,"p,p-DDT"
3383794,0,Somchair,10-May-15,gamma-Hexachlorocyclohexane
3384710,21.5,Busarakhan,10-May-15,Water temperature
3384713,8.02,Busarakhan,10-May-15,Dissolved oxygen
3384715,205,Busarakhan,10-May-15,Total hardness
3384718,419,Busarakhan,10-May-15,Total dissolved salts
3384719,0.073,Busarakhan,10-May-15,Ammonium
3384720,0.05,Busarakhan,10-May-15,Nitrites
3384721,1.69,Busarakhan,10-May-15,Nitrates
3384722,2.36,Busarakhan,10-May-15,Total nitrogen
3384723,0.048,Busarakhan,10-May-15,Orthophosphate-phosphorus
3384724,0.061,Busarakhan,10-May-15,Total phosphorus
3384725,0.057,Busarakhan,10-May-15,Total dissolved phosphorus
3384726,18.5,Busarakhan,10-May-15,Sodium
3384727,2.2,Busarakhan,10-May-15,Potassium
3384728,56,Busarakhan,10-May-15,Calcium
3384729,15.4,Busarakhan,10-May-15,Magnesium
3384730,34.39,Busarakhan,10-May-15,Chlorides
3384731,0.1577,Busarakhan,10-May-15,Iron
3384733,0,Busarakhan,10-May-15,Manganese
3384741,1.55,Busarakhan,10-May-15,Biochemical Oxygen
3384742,26.47,Busarakhan,10-May-15,Chemical Oxygen Demand (Cr)
3384743,0,Busarakhan,10-May-15,Atrazine
3384744,0,Busarakhan,10-May-15,"p,p-DDT"
3384745,0,Busarakhan,10-May-15,gamma-Hexachlorocyclohexane
3385537,0,Decha,14-May-15,Ammonium
3385538,0.012,Decha,14-May-15,Nitrites
3385539,0.392,Decha,14-May-15,Nitrates
3385540,0.0136,Decha,14-May-15,Orthophosphate-phosphorus
3385541,0.058,Decha,14-May-15,Total phosphorus
3394034,16,Tansanee,14-May-15,Water temperature
3394037,7.38,Tansanee,14-May-15,Dissolved oxygen
3394038,74.12,Tansanee,14-May-15,Oxygen saturation
3394040,248.148,Tansanee,14-May-15,Total hardness
3394041,231.34,Tansanee,14-May-15,Bicarbonates
3394044,562,Tansanee,14-May-15,Total dissolved salts
3394045,0.236,Tansanee,14-May-15,Ammonium
3394046,0.068,Tansanee,14-May-15,Nitrites
3394047,1.102,Tansanee,14-May-15,Nitrates
3394048,2.468,Tansanee,14-May-15,Total nitrogen
3394049,0.069,Tansanee,14-May-15,Orthophosphate-phosphorus
3394050,0.163,Tansanee,14-May-15,Total phosphorus
3394051,82.93,Tansanee,14-May-15,Calcium
3394052,9.97,Tansanee,14-May-15,Magnesium
3394053,137.94,Tansanee,14-May-15,Chlorides
3394054,86.36,Tansanee,14-May-15,Sulphates
3394056,0,Tansanee,14-May-15,Manganese
3394057,15,Tansanee,14-May-15,Zinc
3394065,1.222,Tansanee,14-May-15,Arsenic
3394066,1.5,Tansanee,14-May-15,Biochemical Oxygen
3394067,5,Tansanee,14-May-15,Chemical Oxygen Demand (Cr)
3394068,3.51,Tansanee,14-May-15,Chemical Oxygen Demand (Mn)
3394069,3.47,Tansanee,14-May-15,Total organic carbon
3394070,0,Tansanee,14-May-15,Anionic active surfactants
3394071,0.2235,Tansanee,14-May-15,Petroleum hydrocarbons
3394073,0,Tansanee,14-May-15,Atrazine
3394074,0,Tansanee,14-May-15,"p,p-DDT"
3394075,0,Tansanee,14-May-15,gamma-Hexachlorocyclohexane
3443623,21,Kannika,14-May-15,Water temperature
3443626,7.56,Kannika,14-May-15,Dissolved oxygen
3443627,84.85,Kannika,14-May-15,Oxygen saturation
3443629,185.65,Kannika,14-May-15,Total hardness
3443630,172.63,Kannika,14-May-15,Bicarbonates
3443633,214,Kannika,14-May-15,Total dissolved salts
3443634,0.315,Kannika,14-May-15,Ammonium
3443635,0.051,Kannika,14-May-15,Nitrites
3443636,0.73,Kannika,14-May-15,Nitrates
3443637,1.37,Kannika,14-May-15,Total nitrogen
3443638,0.028,Kannika,14-May-15,Orthophosphate-phosphorus
3443639,0.098,Kannika,14-May-15,Total phosphorus
3443640,0.043,Kannika,14-May-15,Total dissolved phosphorus
3443641,52.1,Kannika,14-May-15,Calcium
3443642,13.62,Kannika,14-May-15,Magnesium
3443643,18.91,Kannika,14-May-15,Chlorides
3443644,0.441,Kannika,14-May-15,Iron
3443646,0,Kannika,14-May-15,Manganese
3443647,0,Kannika,14-May-15,Manganese
3443648,5.95,Kannika,14-May-15,Copper
3443650,2.23,Kannika,14-May-15,Chromium
3443652,1.01,Kannika,14-May-15,Lead
3443654,0,Kannika,14-May-15,Cadmium
3443657,2,Kannika,14-May-15,Nickel
3443660,2.26,Kannika,14-May-15,Biochemical Oxygen
3443661,13,Kannika,14-May-15,Chemical Oxygen Demand (Cr)
3443662,5.31,Kannika,14-May-15,Chemical Oxygen Demand (Mn)
3443663,0,Kannika,14-May-15,Atrazine
3443664,0,Kannika,14-May-15,"p,p-DDT"
3443665,0,Kannika,14-May-15,gamma-Hexachlorocyclohexane
3444175,21,Kannika,14-May-15,Water temperature
3444178,7.45,Kannika,14-May-15,Dissolved oxygen
3444179,83.61,Kannika,14-May-15,Oxygen saturation
3444181,179.78,Kannika,14-May-15,Total hardness
3444182,166.53,Kannika,14-May-15,Bicarbonates
3444185,208.6,Kannika,14-May-15,Total dissolved salts
3444186,0.312,Kannika,14-May-15,Ammonium
3444187,0.04,Kannika,14-May-15,Nitrites
3444188,0.739,Kannika,14-May-15,Nitrates
3444189,1.31,Kannika,14-May-15,Total nitrogen
3444190,0.024,Kannika,14-May-15,Orthophosphate-phosphorus
3444191,0.095,Kannika,14-May-15,Total phosphorus
3444192,0.04,Kannika,14-May-15,Total dissolved phosphorus
3444193,51.3,Kannika,14-May-15,Calcium
3444194,12.65,Kannika,14-May-15,Magnesium
3444195,18.51,Kannika,14-May-15,Chlorides
3444196,0.453,Kannika,14-May-15,Iron
3444198,0,Kannika,14-May-15,Manganese
3444199,0,Kannika,14-May-15,Manganese
3444200,6.48,Kannika,14-May-15,Copper
3444202,2.34,Kannika,14-May-15,Chromium
3444204,1.11,Kannika,14-May-15,Lead
3444206,0,Kannika,14-May-15,Cadmium
3444209,2,Kannika,14-May-15,Nickel
3444212,3.11,Kannika,14-May-15,Biochemical Oxygen
3444213,12.22,Kannika,14-May-15,Chemical Oxygen Demand (Cr)
3444214,5.31,Kannika,14-May-15,Chemical Oxygen Demand (Mn)
3444215,0,Kannika,14-May-15,Atrazine
3444216,0,Kannika,14-May-15,"p,p-DDT"
3444217,0,Kannika,14-May-15,gamma-Hexachlorocyclohexane
3444725,21,Kannika,14-May-15,Water temperature
3444728,7.52,Kannika,14-May-15,Dissolved oxygen
3444729,84.39,Kannika,14-May-15,Oxygen saturation
3444731,179.78,Kannika,14-May-15,Total hardness
3444732,166.53,Kannika,14-May-15,Bicarbonates
3444735,222.2,Kannika,14-May-15,Total dissolved salts
3444736,0.322,Kannika,14-May-15,Ammonium
3444737,0.049,Kannika,14-May-15,Nitrites
3444738,0.73,Kannika,14-May-15,Nitrates
3444739,1.34,Kannika,14-May-15,Total nitrogen
3444740,0.026,Kannika,14-May-15,Orthophosphate-phosphorus
3444741,0.096,Kannika,14-May-15,Total phosphorus
3444742,0.042,Kannika,14-May-15,Total dissolved phosphorus
3444743,52.1,Kannika,14-May-15,Calcium
3444744,12.16,Kannika,14-May-15,Magnesium
3444745,18.12,Kannika,14-May-15,Chlorides
3444746,0,Kannika,14-May-15,Manganese
3444747,0,Kannika,14-May-15,Manganese
3444748,7.29,Kannika,14-May-15,Copper
3444750,2.43,Kannika,14-May-15,Chromium
3444752,1.13,Kannika,14-May-15,Lead
3444754,0,Kannika,14-May-15,Cadmium
3444757,2,Kannika,14-May-15,Nickel
3444760,3.41,Kannika,14-May-15,Biochemical Oxygen
3444761,13,Kannika,14-May-15,Chemical Oxygen Demand (Cr)
3444762,5.24,Kannika,14-May-15,Chemical Oxygen Demand (Mn)
3444763,0,Kannika,14-May-15,Atrazine
3444764,0,Kannika,14-May-15,"p,p-DDT"
3444765,0,Kannika,14-May-15,gamma-Hexachlorocyclohexane
3445277,21.6,Sakda,14-May-15,Water temperature
3445280,6.58,Sakda,14-May-15,Dissolved oxygen
3445281,74.6,Sakda,14-May-15,Oxygen saturation
3445283,187.79,Sakda,14-May-15,Total hardness
3445284,172.63,Sakda,14-May-15,Bicarbonates
3445287,198.6,Sakda,14-May-15,Total dissolved salts
3445288,0.273,Sakda,14-May-15,Ammonium
3445289,0.018,Sakda,14-May-15,Nitrites
3445290,0.789,Sakda,14-May-15,Nitrates
3445291,1.12,Sakda,14-May-15,Total nitrogen
3445292,0.019,Sakda,14-May-15,Orthophosphate-phosphorus
3445293,0.078,Sakda,14-May-15,Total phosphorus
3445294,0.041,Sakda,14-May-15,Total dissolved phosphorus
3445295,52.9,Sakda,14-May-15,Calcium
3445296,13.62,Sakda,14-May-15,Magnesium
3445297,19.3,Sakda,14-May-15,Chlorides
3445298,0.383,Sakda,14-May-15,Iron
3445300,0,Sakda,14-May-15,Manganese
3445301,0,Sakda,14-May-15,Manganese
3445302,5.28,Sakda,14-May-15,Copper
3445304,1.96,Sakda,14-May-15,Chromium
3445306,0.5,Sakda,14-May-15,Lead
3445308,0,Sakda,14-May-15,Cadmium
3445311,2,Sakda,14-May-15,Nickel
3445314,0.98,Sakda,14-May-15,Biochemical Oxygen
3445315,9.85,Sakda,14-May-15,Chemical Oxygen Demand (Cr)
3445316,4.35,Sakda,14-May-15,Chemical Oxygen Demand (Mn)
3445317,0,Sakda,14-May-15,Atrazine
3445318,0,Sakda,14-May-15,"p,p-DDT"
3445319,0,Sakda,14-May-15,gamma-Hexachlorocyclohexane
3445829,20.7,Sakda,14-May-15,Water temperature
3445832,6.91,Sakda,14-May-15,Dissolved oxygen
3445833,76.78,Sakda,14-May-15,Oxygen saturation
3445835,187.79,Sakda,14-May-15,Total hardness
3445836,169.58,Sakda,14-May-15,Bicarbonates
3445839,202.8,Sakda,14-May-15,Total dissolved salts
3445840,0.249,Sakda,14-May-15,Ammonium
3445841,0.016,Sakda,14-May-15,Nitrites
3445842,0.78,Sakda,14-May-15,Nitrates
3445843,1.07,Sakda,14-May-15,Total nitrogen
3445844,0.017,Sakda,14-May-15,Orthophosphate-phosphorus
3445845,0.075,Sakda,14-May-15,Total phosphorus
3445846,0.039,Sakda,14-May-15,Total dissolved phosphorus
3445847,52.9,Sakda,14-May-15,Calcium
3445848,13.62,Sakda,14-May-15,Magnesium
3445849,18.51,Sakda,14-May-15,Chlorides
3445850,0.384,Sakda,14-May-15,Iron
3445852,0,Sakda,14-May-15,Manganese
3445853,0,Sakda,14-May-15,Manganese
3445854,5.1,Sakda,14-May-15,Copper
3445856,1.88,Sakda,14-May-15,Chromium
3445858,0.5,Sakda,14-May-15,Lead
3445860,0,Sakda,14-May-15,Cadmium
3445863,2,Sakda,14-May-15,Nickel
3445866,1.09,Sakda,14-May-15,Biochemical Oxygen
3445867,8.27,Sakda,14-May-15,Chemical Oxygen Demand (Cr)
3445868,4.28,Sakda,14-May-15,Chemical Oxygen Demand (Mn)
3445869,0,Sakda,14-May-15,Atrazine
3445870,0,Sakda,14-May-15,"p,p-DDT"
3445871,0,Sakda,14-May-15,gamma-Hexachlorocyclohexane
3446381,22.7,Sakda,14-May-15,Water temperature
3446384,6.85,Sakda,14-May-15,Dissolved oxygen
3446385,79.84,Sakda,14-May-15,Oxygen saturation
3446387,183.696,Sakda,14-May-15,Total hardness
3446388,163.48,Sakda,14-May-15,Bicarbonates
3446391,192,Sakda,14-May-15,Total dissolved salts
3446392,0.27,Sakda,14-May-15,Ammonium
3446393,0.015,Sakda,14-May-15,Nitrites
3446394,0.78,Sakda,14-May-15,Nitrates
3446395,1.09,Sakda,14-May-15,Total nitrogen
3446396,0.018,Sakda,14-May-15,Orthophosphate-phosphorus
3446397,0.076,Sakda,14-May-15,Total phosphorus
3446398,0.04,Sakda,14-May-15,Total dissolved phosphorus
3446399,51.3,Sakda,14-May-15,Calcium
3446400,13.62,Sakda,14-May-15,Magnesium
3446401,18.51,Sakda,14-May-15,Chlorides
3446402,0.37,Sakda,14-May-15,Iron
3446404,0,Sakda,14-May-15,Manganese
3446405,0,Sakda,14-May-15,Manganese
3446406,6.89,Sakda,14-May-15,Copper
3446408,2.19,Sakda,14-May-15,Chromium
3446410,1.73,Sakda,14-May-15,Lead
3446412,0,Sakda,14-May-15,Cadmium
3446415,2,Sakda,14-May-15,Nickel
3446418,1.16,Sakda,14-May-15,Biochemical Oxygen
3446419,9.46,Sakda,14-May-15,Chemical Oxygen Demand (Cr)
3446420,4.35,Sakda,14-May-15,Chemical Oxygen Demand (Mn)
3446421,0,Sakda,14-May-15,Atrazine
3446422,0,Sakda,14-May-15,"p,p-DDT"
3446423,0,Sakda,14-May-15,gamma-Hexachlorocyclohexane
3381023,18,Boonsri,15-May-15,Water temperature
3381026,8.57,Boonsri,15-May-15,Dissolved oxygen
3381027,93.36,Boonsri,15-May-15,Oxygen saturation
3381029,155.12,Boonsri,15-May-15,Total hardness
3381030,186.66,Boonsri,15-May-15,Bicarbonates
3381033,218,Boonsri,15-May-15,Total dissolved salts
3381034,0.056,Boonsri,15-May-15,Ammonium
3381035,0.017,Boonsri,15-May-15,Nitrites
3381036,0.955,Boonsri,15-May-15,Nitrates
3381037,1.419,Boonsri,15-May-15,Total nitrogen
3381038,0.045,Boonsri,15-May-15,Orthophosphate-phosphorus
3381039,0.06,Boonsri,15-May-15,Total phosphorus
3381040,0.05,Boonsri,15-May-15,Total dissolved phosphorus
3381041,22,Boonsri,15-May-15,Sodium
3381042,2,Boonsri,15-May-15,Potassium
3381043,44.66,Boonsri,15-May-15,Calcium
3381044,10.67,Boonsri,15-May-15,Magnesium
3381045,14.245,Boonsri,15-May-15,Chlorides
3381046,33.72,Boonsri,15-May-15,Sulphates
3381054,1.4,Boonsri,15-May-15,Biochemical Oxygen
3381055,10.54,Boonsri,15-May-15,Chemical Oxygen Demand (Cr)
3381056,2.12,Boonsri,15-May-15,Chemical Oxygen Demand (Mn)
3381057,3.05,Boonsri,15-May-15,Total organic carbon
3381058,0.114,Boonsri,15-May-15,Anionic active surfactants
3381059,0,Boonsri,15-May-15,Petroleum hydrocarbons
3381061,0,Boonsri,15-May-15,Atrazine
3381062,0,Boonsri,15-May-15,"p,p-DDT"
3381063,0,Boonsri,15-May-15,gamma-Hexachlorocyclohexane
3381966,17.5,Boonsri,15-May-15,Water temperature
3381969,7.62,Boonsri,15-May-15,Dissolved oxygen
3381970,82.11,Boonsri,15-May-15,Oxygen saturation
3381972,147.27,Boonsri,15-May-15,Total hardness
3381973,186.05,Boonsri,15-May-15,Bicarbonates
3381976,217,Boonsri,15-May-15,Total dissolved salts
3381977,0.051,Boonsri,15-May-15,Ammonium
3381978,0.025,Boonsri,15-May-15,Nitrites
3381979,0.989,Boonsri,15-May-15,Nitrates
3381980,1.47,Boonsri,15-May-15,Total nitrogen
3381981,0.04,Boonsri,15-May-15,Orthophosphate-phosphorus
3381982,0.056,Boonsri,15-May-15,Total phosphorus
3381983,0.048,Boonsri,15-May-15,Total dissolved phosphorus
3381984,21,Boonsri,15-May-15,Sodium
3381985,2,Boonsri,15-May-15,Potassium
3381986,41.47,Boonsri,15-May-15,Calcium
3381987,10.67,Boonsri,15-May-15,Magnesium
3381988,13.202,Boonsri,15-May-15,Chlorides
3381989,31.52,Boonsri,15-May-15,Sulphates
3381997,1.24,Boonsri,15-May-15,Biochemical Oxygen
3381998,9.64,Boonsri,15-May-15,Chemical Oxygen Demand (Cr)
3381999,1.76,Boonsri,15-May-15,Chemical Oxygen Demand (Mn)
3382000,2.957,Boonsri,15-May-15,Total organic carbon
3382001,0.11,Boonsri,15-May-15,Anionic active surfactants
3382002,0,Boonsri,15-May-15,Petroleum hydrocarbons
3382004,0,Boonsri,15-May-15,Atrazine
3382005,0,Boonsri,15-May-15,"p,p-DDT"
3382006,0,Boonsri,15-May-15,gamma-Hexachlorocyclohexane
3382832,17.5,Boonsri,15-May-15,Water temperature
3382835,7.63,Boonsri,15-May-15,Dissolved oxygen
3382836,82.22,Boonsri,15-May-15,Oxygen saturation
3382838,151.19,Boonsri,15-May-15,Total hardness
3382839,183.61,Boonsri,15-May-15,Bicarbonates
3382842,221,Boonsri,15-May-15,Total dissolved salts
3382843,0.06,Boonsri,15-May-15,Ammonium
3382844,0.024,Boonsri,15-May-15,Nitrites
3382845,1.181,Boonsri,15-May-15,Nitrates
3382846,1.72,Boonsri,15-May-15,Total nitrogen
3382847,0.044,Boonsri,15-May-15,Orthophosphate-phosphorus
