value,location,sample date,measure
9.8,Busarakhan,30-Jan-11,Copper
10,Somchair,30-Jan-11,Copper
10.72,Somchair,30-Jan-11,Chemical Oxygen Demand (Mn)
19.21,Busarakhan,30-Jan-11,Magnesium
25.6,Somchair,30-Jan-11,Sodium
31.3,Busarakhan,30-Jan-11,Sodium
32.9,Busarakhan,30-Jan-11,Chemical Oxygen Demand (Cr)
57.3,Somchair,30-Jan-11,Sulphates
58.4,Busarakhan,30-Jan-11,Sulphates
60.78,Somchair,30-Jan-11,Oxygen saturation
63,Busarakhan,30-Jan-11,Oxygen saturation
66.79,Busarakhan,30-Jan-11,Calcium
70.72,Somchair,30-Jan-11,Calcium
75.26,Somchair,30-Jan-11,Chemical Oxygen Demand (Cr)
82.71,Somchair,30-Jan-11,Chlorides
82.71,Busarakhan,30-Jan-11,Chlorides
225.7,Somchair,30-Jan-11,Bicarbonates
231.8,Busarakhan,30-Jan-11,Bicarbonates
453,Somchair,30-Jan-11,Total dissolved salts
458,Busarakhan,30-Jan-11,Total dissolved salts
0.009,Boonsri,4-Feb-11,Nitrites
0.01,Boonsri,4-Feb-11,Nitrites
0.011,Boonsri,4-Feb-11,Nitrites
0.15,Boonsri,4-Feb-11,Orthophosphate-phosphorus
0.155,Boonsri,4-Feb-11,Ammonium
0.16,Boonsri,4-Feb-11,Orthophosphate-phosphorus
0.17,Boonsri,4-Feb-11,Total phosphorus
0.178,Boonsri,4-Feb-11,Ammonium
0.2,Boonsri,4-Feb-11,Total phosphorus
0.2,Boonsri,4-Feb-11,Orthophosphate-phosphorus
0.209,Boonsri,4-Feb-11,Ammonium
0.24,Boonsri,4-Feb-11,Total phosphorus
1.265,Boonsri,4-Feb-11,Nitrates
1.469,Boonsri,4-Feb-11,Nitrates
1.514,Boonsri,4-Feb-11,Nitrates
8,Boonsri,4-Feb-11,Water temperature
8,Boonsri,4-Feb-11,Water temperature
8,Boonsri,4-Feb-11,Water temperature
0,Kannika,10-Feb-11,Cadmium
0,Kannika,10-Feb-11,Biochemical Oxygen
0,Kannika,10-Feb-11,Anionic active surfactants
0,Kannika,10-Feb-11,Cadmium
0,Kannika,10-Feb-11,Biochemical Oxygen
0,Kannika,10-Feb-11,Anionic active surfactants
0,Kannika,10-Feb-11,Cadmium
0,Kannika,10-Feb-11,Biochemical Oxygen
0,Kannika,10-Feb-11,Anionic active surfactants
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Cadmium
0,Sakda,10-Feb-11,Anionic active surfactants
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Cadmium
0,Sakda,10-Feb-11,Anionic active surfactants
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Manganese
0,Sakda,10-Feb-11,Cadmium
0,Sakda,10-Feb-11,Anionic active surfactants
0.03,Kannika,10-Feb-11,Nitrites
0.031,Kannika,10-Feb-11,Nitrites
0.032,Kannika,10-Feb-11,Nitrites
0.034,Kannika,10-Feb-11,Orthophosphate-phosphorus
0.035,Kannika,10-Feb-11,Orthophosphate-phosphorus
0.035,Kannika,10-Feb-11,Orthophosphate-phosphorus
0.035,Sakda,10-Feb-11,Nitrites
0.035,Sakda,10-Feb-11,Nitrites
0.035,Sakda,10-Feb-11,Nitrites
0.055,Sakda,10-Feb-11,Orthophosphate-phosphorus
0.055,Sakda,10-Feb-11,Orthophosphate-phosphorus
0.055,Sakda,10-Feb-11,Orthophosphate-phosphorus
0.057,Kannika,10-Feb-11,Mercury
0.06,Sakda,10-Feb-11,Mercury
0.062,Kannika,10-Feb-11,Mercury
0.07,Kannika,10-Feb-11,Mercury
0.07,Sakda,10-Feb-11,Mercury
0.072,Sakda,10-Feb-11,Mercury
0.077,Kannika,10-Feb-11,Total phosphorus
0.079,Kannika,10-Feb-11,Total phosphorus
0.08,Kannika,10-Feb-11,Total phosphorus
0.105,Sakda,10-Feb-11,Total phosphorus
0.106,Sakda,10-Feb-11,Total phosphorus
0.142,Sakda,10-Feb-11,Total phosphorus
0.182,Sakda,10-Feb-11,Ammonium
0.232,Sakda,10-Feb-11,Ammonium
0.24,Sakda,10-Feb-11,Iron
0.254,Sakda,10-Feb-11,Ammonium
0.32,Sakda,10-Feb-11,Iron
0.324,Kannika,10-Feb-11,Ammonium
0.342,Kannika,10-Feb-11,Ammonium
0.344,Kannika,10-Feb-11,Ammonium
0.45,Sakda,10-Feb-11,Iron
1.1,Kannika,10-Feb-11,Arsenic
1.1,Kannika,10-Feb-11,Arsenic
1.2,Kannika,10-Feb-11,Arsenic
1.2,Sakda,10-Feb-11,Arsenic
1.23,Kannika,10-Feb-11,Nitrates
1.25,Kannika,10-Feb-11,Nitrates
1.25,Kannika,10-Feb-11,Nitrates
1.3,Kannika,10-Feb-11,Lead
1.3,Sakda,10-Feb-11,Arsenic
1.4,Kannika,10-Feb-11,Lead
1.4,Sakda,10-Feb-11,Lead
1.4,Sakda,10-Feb-11,Nickel
1.4,Sakda,10-Feb-11,Arsenic
1.5,Kannika,10-Feb-11,Lead
1.5,Sakda,10-Feb-11,Nickel
1.6,Sakda,10-Feb-11,Chromium
1.6,Sakda,10-Feb-11,Nickel
1.7,Kannika,10-Feb-11,Nickel
1.7,Kannika,10-Feb-11,Nickel
1.7,Sakda,10-Feb-11,Lead
1.9,Kannika,10-Feb-11,Nickel
1.92,Kannika,10-Feb-11,Total nitrogen
1.92,Kannika,10-Feb-11,Total nitrogen
1.94,Kannika,10-Feb-11,Total nitrogen
1.95,Sakda,10-Feb-11,Nitrates
2,Sakda,10-Feb-11,Chromium
2.08,Sakda,10-Feb-11,Nitrates
2.11,Sakda,10-Feb-11,Nitrates
2.3,Kannika,10-Feb-11,Chromium
2.3,Sakda,10-Feb-11,Lead
2.34,Sakda,10-Feb-11,Biochemical Oxygen
2.44,Kannika,10-Feb-11,Chemical Oxygen Demand (Mn)
2.45,Sakda,10-Feb-11,Biochemical Oxygen
2.5,Sakda,10-Feb-11,Copper
2.56,Sakda,10-Feb-11,Biochemical Oxygen
2.61,Kannika,10-Feb-11,Chemical Oxygen Demand (Mn)
2.69,Sakda,10-Feb-11,Total nitrogen
2.7,Kannika,10-Feb-11,Chromium
2.75,Sakda,10-Feb-11,Total nitrogen
2.77,Kannika,10-Feb-11,Chemical Oxygen Demand (Mn)
2.8,Kannika,10-Feb-11,Chromium
2.85,Sakda,10-Feb-11,Total nitrogen
3,Kannika,10-Feb-11,Copper
3.3,Sakda,10-Feb-11,Chromium
3.3,Sakda,10-Feb-11,Copper
3.4,Kannika,10-Feb-11,Copper
3.7,Sakda,10-Feb-11,Copper
3.8,Kannika,10-Feb-11,Copper
3.9,Sakda,10-Feb-11,Zinc
4.1,Kannika,10-Feb-11,Zinc
4.1,Sakda,10-Feb-11,Zinc
4.2,Kannika,10-Feb-11,Zinc
4.3,Sakda,10-Feb-11,Zinc
4.44,Sakda,10-Feb-11,Chemical Oxygen Demand (Mn)
4.59,Sakda,10-Feb-11,Chemical Oxygen Demand (Mn)
4.59,Sakda,10-Feb-11,Chemical Oxygen Demand (Mn)
4.7,Kannika,10-Feb-11,Zinc
5,Kannika,10-Feb-11,Water temperature
5,Kannika,10-Feb-11,Water temperature
5,Kannika,10-Feb-11,Water temperature
6.41,Kannika,10-Feb-11,Dissolved oxygen
6.5,Sakda,10-Feb-11,Water temperature
6.5,Sakda,10-Feb-11,Water temperature
6.5,Sakda,10-Feb-11,Water temperature
6.74,Kannika,10-Feb-11,Dissolved oxygen
6.89,Kannika,10-Feb-11,Dissolved oxygen
11.48,Sakda,10-Feb-11,Dissolved oxygen
11.61,Sakda,10-Feb-11,Dissolved oxygen
11.65,Sakda,10-Feb-11,Dissolved oxygen
16.79,Sakda,10-Feb-11,Magnesium
19.68,Kannika,10-Feb-11,Chemical Oxygen Demand (Cr)
19.68,Kannika,10-Feb-11,Chemical Oxygen Demand (Cr)
21.4,Sakda,10-Feb-11,Magnesium
21.4,Sakda,10-Feb-11,Magnesium
24.6,Kannika,10-Feb-11,Chemical Oxygen Demand (Cr)
26.1,Sakda,10-Feb-11,Sulphates
27.3,Sakda,10-Feb-11,Sulphates
27.4,Sakda,10-Feb-11,Chemical Oxygen Demand (Cr)
27.8,Sakda,10-Feb-11,Sulphates
31.9,Sakda,10-Feb-11,Chemical Oxygen Demand (Cr)
31.9,Sakda,10-Feb-11,Chemical Oxygen Demand (Cr)
34.4,Kannika,10-Feb-11,Chlorides
34.4,Kannika,10-Feb-11,Chlorides
34.4,Kannika,10-Feb-11,Chlorides
34.4,Sakda,10-Feb-11,Chlorides
34.4,Sakda,10-Feb-11,Chlorides
34.4,Sakda,10-Feb-11,Chlorides
46.8,Kannika,10-Feb-11,Magnesium
50.4,Kannika,10-Feb-11,Magnesium
50.4,Kannika,10-Feb-11,Magnesium
58.94,Sakda,10-Feb-11,Calcium
58.94,Sakda,10-Feb-11,Calcium
62.86,Sakda,10-Feb-11,Calcium
78.36,Kannika,10-Feb-11,Oxygen saturation
82.39,Kannika,10-Feb-11,Oxygen saturation
84.22,Kannika,10-Feb-11,Oxygen saturation
93.33,Sakda,10-Feb-11,Oxygen saturation
94.39,Sakda,10-Feb-11,Oxygen saturation
94.71,Sakda,10-Feb-11,Oxygen saturation
175.07,Kannika,10-Feb-11,Bicarbonates
175.07,Kannika,10-Feb-11,Bicarbonates
181.17,Kannika,10-Feb-11,Bicarbonates
216.55,Sakda,10-Feb-11,Bicarbonates
219.6,Sakda,10-Feb-11,Bicarbonates
222,Kannika,10-Feb-11,Total dissolved salts
223,Kannika,10-Feb-11,Total dissolved salts
223.26,Sakda,10-Feb-11,Bicarbonates
224,Kannika,10-Feb-11,Total dissolved salts
289,Sakda,10-Feb-11,Total dissolved salts
291,Sakda,10-Feb-11,Total dissolved salts
291,Sakda,10-Feb-11,Total dissolved salts
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Cadmium
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Manganese
0,Chai,11-Feb-11,Cadmium
0.018,Achara,11-Feb-11,Nitrites
0.043,Chai,11-Feb-11,Nitrites
0.043,Chai,11-Feb-11,Nitrites
0.043,Chai,11-Feb-11,Nitrites
0.056,Achara,11-Feb-11,Total phosphorus
0.06,Chai,11-Feb-11,Mercury
0.06,Chai,11-Feb-11,Mercury
0.061,Achara,11-Feb-11,Orthophosphate-phosphorus
0.061,Chai,11-Feb-11,Mercury
0.081,Chai,11-Feb-11,Orthophosphate-phosphorus
0.081,Chai,11-Feb-11,Orthophosphate-phosphorus
0.081,Chai,11-Feb-11,Orthophosphate-phosphorus
0.11,Chai,11-Feb-11,Cadmium
0.16,Chai,11-Feb-11,Total phosphorus
0.162,Chai,11-Feb-11,Total phosphorus
0.169,Chai,11-Feb-11,Total phosphorus
0.186,Chai,11-Feb-11,Ammonium
0.207,Chai,11-Feb-11,Ammonium
0.216,Achara,11-Feb-11,Ammonium
0.248,Chai,11-Feb-11,Ammonium
0.33,Chai,11-Feb-11,Iron
0.35,Chai,11-Feb-11,Iron
0.38,Chai,11-Feb-11,Iron
0.5,Achara,11-Feb-11,Cadmium
1,Achara,11-Feb-11,Lead
1,Achara,11-Feb-11,Arsenic
1.1,Chai,11-Feb-11,Arsenic
1.1,Chai,11-Feb-11,Arsenic
1.14,Achara,11-Feb-11,Nitrates
1.2,Achara,11-Feb-11,Copper
1.2,Chai,11-Feb-11,Arsenic
1.3,Chai,11-Feb-11,Lead
1.4,Chai,11-Feb-11,Chromium
1.4,Chai,11-Feb-11,Nickel
1.4,Chai,11-Feb-11,Chromium
1.4,Chai,11-Feb-11,Lead
1.45,Achara,11-Feb-11,Total nitrogen
1.5,Chai,11-Feb-11,Lead
1.7,Chai,11-Feb-11,Nickel
1.8,Chai,11-Feb-11,Chromium
1.8,Chai,11-Feb-11,Nickel
1.9,Chai,11-Feb-11,Copper
2,Chai,11-Feb-11,Copper
2.04,Chai,11-Feb-11,Nitrates
2.06,Chai,11-Feb-11,Nitrates
2.08,Chai,11-Feb-11,Nitrates
2.1,Chai,11-Feb-11,Copper
2.4,Achara,11-Feb-11,Biochemical Oxygen
2.6,Achara,11-Feb-11,Chemical Oxygen Demand (Mn)
3.4,Chai,11-Feb-11,Zinc
4,Achara,11-Feb-11,Zinc
4,Chai,11-Feb-11,Zinc
4.1,Chai,11-Feb-11,Zinc
5,Achara,11-Feb-11,Water temperature
7.41,Achara,11-Feb-11,Dissolved silicates
8,Achara,11-Feb-11,Chemical Oxygen Demand (Cr)
10,Chai,11-Feb-11,Water temperature
10,Chai,11-Feb-11,Water temperature
10,Chai,11-Feb-11,Water temperature
10.7,Chai,11-Feb-11,Dissolved oxygen
10.8,Chai,11-Feb-11,Dissolved oxygen
11.1,Chai,11-Feb-11,Dissolved oxygen
13,Achara,11-Feb-11,Dissolved oxygen
34.4,Chai,11-Feb-11,Chlorides
34.4,Chai,11-Feb-11,Chlorides
34.4,Chai,11-Feb-11,Chlorides
51.08,Chai,11-Feb-11,Magnesium
55.01,Chai,11-Feb-11,Magnesium
55.01,Chai,11-Feb-11,Magnesium
94.94,Chai,11-Feb-11,Oxygen saturation
95.82,Chai,11-Feb-11,Oxygen saturation
98.49,Chai,11-Feb-11,Oxygen saturation
201.3,Chai,11-Feb-11,Bicarbonates
207.4,Chai,11-Feb-11,Bicarbonates
207.4,Chai,11-Feb-11,Bicarbonates
268,Chai,11-Feb-11,Total dissolved salts
269,Chai,11-Feb-11,Total dissolved salts
274,Chai,11-Feb-11,Total dissolved salts
0,Kannika,12-Feb-11,Orthophosphate-phosphorus
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Anionic active surfactants
0,Kannika,12-Feb-11,Orthophosphate-phosphorus
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Anionic active surfactants
0,Kannika,12-Feb-11,Orthophosphate-phosphorus
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Manganese
0,Kannika,12-Feb-11,Anionic active surfactants
0.066,Kannika,12-Feb-11,Nitrites
0.066,Kannika,12-Feb-11,Nitrites
0.066,Kannika,12-Feb-11,Nitrites
0.072,Kannika,12-Feb-11,Mercury
0.084,Kannika,12-Feb-11,Mercury
0.09,Kannika,12-Feb-11,Total phosphorus
0.09,Kannika,12-Feb-11,Mercury
0.093,Kannika,12-Feb-11,Total phosphorus
0.093,Kannika,12-Feb-11,Total phosphorus
0.1,Kannika,12-Feb-11,Cadmium
0.1,Kannika,12-Feb-11,Cadmium
0.11,Kannika,12-Feb-11,Cadmium
0.134,Kannika,12-Feb-11,Ammonium
0.169,Kannika,12-Feb-11,Ammonium
0.248,Kannika,12-Feb-11,Ammonium
0.35,Kannika,12-Feb-11,Iron
0.47,Kannika,12-Feb-11,Iron
0.53,Kannika,12-Feb-11,Iron
1.2,Kannika,12-Feb-11,Lead
1.3,Kannika,12-Feb-11,Nickel
1.35,Kannika,12-Feb-11,Biochemical Oxygen
1.38,Kannika,12-Feb-11,Biochemical Oxygen
1.4,Kannika,12-Feb-11,Nickel
1.4,Kannika,12-Feb-11,Nickel
1.4,Kannika,12-Feb-11,Arsenic
1.4,Kannika,12-Feb-11,Arsenic
1.5,Kannika,12-Feb-11,Arsenic
1.5,Kannika,12-Feb-11,Lead
1.5,Kannika,12-Feb-11,Biochemical Oxygen
1.5,Kannika,12-Feb-11,Lead
2,Kannika,12-Feb-11,Nitrates
2,Kannika,12-Feb-11,Nitrates
2.1,Kannika,12-Feb-11,Chromium
2.12,Kannika,12-Feb-11,Nitrates
2.64,Kannika,12-Feb-11,Total nitrogen
2.67,Kannika,12-Feb-11,Total nitrogen
2.91,Kannika,12-Feb-11,Total nitrogen
3.13,Kannika,12-Feb-11,Chemical Oxygen Demand (Mn)
3.29,Kannika,12-Feb-11,Chemical Oxygen Demand (Mn)
3.29,Kannika,12-Feb-11,Chemical Oxygen Demand (Mn)
3.3,Kannika,12-Feb-11,Chromium
4.5,Kannika,12-Feb-11,Chromium
5,Kannika,12-Feb-11,Water temperature
5,Kannika,12-Feb-11,Water temperature
5,Kannika,12-Feb-11,Water temperature
8,Kannika,12-Feb-11,Copper
8.9,Kannika,12-Feb-11,Copper
9.5,Kannika,12-Feb-11,Copper
10.63,Kannika,12-Feb-11,Dissolved oxygen
10.65,Kannika,12-Feb-11,Dissolved oxygen
10.69,Kannika,12-Feb-11,Dissolved oxygen
11,Kannika,12-Feb-11,Zinc
11,Kannika,12-Feb-11,Zinc
12,Kannika,12-Feb-11,Zinc
23.06,Kannika,12-Feb-11,Chemical Oxygen Demand (Cr)
23.06,Kannika,12-Feb-11,Chemical Oxygen Demand (Cr)
23.06,Kannika,12-Feb-11,Chemical Oxygen Demand (Cr)
34.4,Kannika,12-Feb-11,Chlorides
34.4,Kannika,12-Feb-11,Chlorides
34.4,Kannika,12-Feb-11,Chlorides
55.01,Kannika,12-Feb-11,Magnesium
58.94,Kannika,12-Feb-11,Magnesium
58.94,Kannika,12-Feb-11,Magnesium
83.11,Kannika,12-Feb-11,Oxygen saturation
83.26,Kannika,12-Feb-11,Oxygen saturation
83.58,Kannika,12-Feb-11,Oxygen saturation
207.4,Kannika,12-Feb-11,Bicarbonates
213.5,Kannika,12-Feb-11,Bicarbonates
213.5,Kannika,12-Feb-11,Bicarbonates
263,Kannika,12-Feb-11,Total dissolved salts
263,Kannika,12-Feb-11,Total dissolved salts
264,Kannika,12-Feb-11,Total dissolved salts
0.068,Tansanee,13-Feb-11,Nitrites
0.096,Tansanee,13-Feb-11,Orthophosphate-phosphorus
0.144,Tansanee,13-Feb-11,Total phosphorus
0.364,Tansanee,13-Feb-11,Ammonium
2.162,Tansanee,13-Feb-11,Nitrates
5,Tansanee,13-Feb-11,Water temperature
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Anionic active surfactants
0,Boonsri,17-Feb-11,Petroleum hydrocarbons
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Chromium
0,Boonsri,17-Feb-11,Anionic active surfactants
0,Boonsri,17-Feb-11,Petroleum hydrocarbons
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Manganese
0,Boonsri,17-Feb-11,Chromium
0,Boonsri,17-Feb-11,Anionic active surfactants
0,Boonsri,17-Feb-11,Petroleum hydrocarbons
0.012,Boonsri,17-Feb-11,Nitrites
0.013,Boonsri,17-Feb-11,Nitrites
0.015,Boonsri,17-Feb-11,Nitrites
0.054,Boonsri,17-Feb-11,Ammonium
0.058,Boonsri,17-Feb-11,Ammonium
0.116,Boonsri,17-Feb-11,Ammonium
0.17,Boonsri,17-Feb-11,Fecal coliforms
0.18,Boonsri,17-Feb-11,Orthophosphate-phosphorus
0.19,Boonsri,17-Feb-11,Orthophosphate-phosphorus
0.22,Boonsri,17-Feb-11,Total phosphorus
0.22,Boonsri,17-Feb-11,Fecal coliforms
0.23,Boonsri,17-Feb-11,Total phosphorus
0.27,Boonsri,17-Feb-11,Orthophosphate-phosphorus
0.27,Boonsri,17-Feb-11,Fecal coliforms
0.3,Boonsri,17-Feb-11,Total phosphorus
0.4618,Boonsri,17-Feb-11,Iron
0.482,Boonsri,17-Feb-11,Iron
0.4853,Boonsri,17-Feb-11,Iron
1.7533,Boonsri,17-Feb-11,Chromium
2,Boonsri,17-Feb-11,Water temperature
2,Boonsri,17-Feb-11,Water temperature
2.24,Boonsri,17-Feb-11,Biochemical Oxygen
2.38,Boonsri,17-Feb-11,Calcium
2.43,Boonsri,17-Feb-11,Calcium
2.441,Boonsri,17-Feb-11,Nitrates
2.463,Boonsri,17-Feb-11,Nitrates
2.5,Boonsri,17-Feb-11,Water temperature
2.5,Boonsri,17-Feb-11,Calcium
2.667,Boonsri,17-Feb-11,Nitrates
2.7,Boonsri,17-Feb-11,Total coliforms
2.96,Boonsri,17-Feb-11,Biochemical Oxygen
3.03,Boonsri,17-Feb-11,Chemical Oxygen Demand (Mn)
3.056,Boonsri,17-Feb-11,Nickel
3.13,Boonsri,17-Feb-11,Biochemical Oxygen
3.2,Boonsri,17-Feb-11,Nickel
3.3,Boonsri,17-Feb-11,Total coliforms
3.39,Boonsri,17-Feb-11,Chemical Oxygen Demand (Mn)
3.4,Boonsri,17-Feb-11,Total coliforms
3.67,Boonsri,17-Feb-11,Chemical Oxygen Demand (Mn)
3.78,Boonsri,17-Feb-11,Total hardness
3.86,Boonsri,17-Feb-11,Total hardness
3.951,Boonsri,17-Feb-11,Cadmium
4.01,Boonsri,17-Feb-11,Total hardness
4.352,Boonsri,17-Feb-11,Cadmium
4.507,Boonsri,17-Feb-11,Lead
4.558,Boonsri,17-Feb-11,Cadmium
6.3992,Boonsri,17-Feb-11,Lead
8.6219,Boonsri,17-Feb-11,Nickel
10.2432,Boonsri,17-Feb-11,Lead
10.338,Boonsri,17-Feb-11,Copper
10.749,Boonsri,17-Feb-11,Copper
10.7497,Boonsri,17-Feb-11,Copper
11.49,Boonsri,17-Feb-11,Dissolved oxygen
11.61,Boonsri,17-Feb-11,Chemical Oxygen Demand (Cr)
11.92,Boonsri,17-Feb-11,Dissolved oxygen
12.46,Boonsri,17-Feb-11,Dissolved oxygen
13.55,Boonsri,17-Feb-11,Chemical Oxygen Demand (Cr)
13.85,Boonsri,17-Feb-11,Sodium
14.52,Boonsri,17-Feb-11,Chemical Oxygen Demand (Cr)
16.28,Boonsri,17-Feb-11,Sodium
18.21,Boonsri,17-Feb-11,Sodium
21.38,Boonsri,17-Feb-11,Chlorides
21.73,Boonsri,17-Feb-11,Chlorides
22.8,Boonsri,17-Feb-11,Chlorides
34.3,Boonsri,17-Feb-11,Zinc
49.1,Boonsri,17-Feb-11,Zinc
49.8,Boonsri,17-Feb-11,Zinc
53.17,Boonsri,17-Feb-11,Magnesium
58,Boonsri,17-Feb-11,Magnesium
61.23,Boonsri,17-Feb-11,Magnesium
86.91,Boonsri,17-Feb-11,Oxygen saturation
88.96,Boonsri,17-Feb-11,Oxygen saturation
92.99,Boonsri,17-Feb-11,Oxygen saturation
204.35,Boonsri,17-Feb-11,Bicarbonates
204.35,Boonsri,17-Feb-11,Bicarbonates
211.67,Boonsri,17-Feb-11,Bicarbonates
246,Boonsri,17-Feb-11,Total dissolved salts
248,Boonsri,17-Feb-11,Total dissolved salts
251,Boonsri,17-Feb-11,Total dissolved salts
0,Achara,18-Feb-11,Chemical Oxygen Demand (Cr)
0,Tansanee,18-Feb-11,Anionic active surfactants
0.016,Achara,18-Feb-11,Nitrites
0.024,Chai,18-Feb-11,Nitrites
0.024,Chai,18-Feb-11,Nitrites
0.024,Chai,18-Feb-11,Nitrites
0.038,Chai,18-Feb-11,Orthophosphate-phosphorus
0.038,Chai,18-Feb-11,Orthophosphate-phosphorus
0.038,Chai,18-Feb-11,Orthophosphate-phosphorus
0.058,Chai,18-Feb-11,Total phosphorus
0.063,Achara,18-Feb-11,Orthophosphate-phosphorus
0.064,Chai,18-Feb-11,Total phosphorus
0.065,Tansanee,18-Feb-11,Orthophosphate-phosphorus
0.065,Chai,18-Feb-11,Total phosphorus
0.074,Tansanee,18-Feb-11,Nitrites
0.12,Tansanee,18-Feb-11,Iron
0.139,Achara,18-Feb-11,Ammonium
0.149,Chai,18-Feb-11,Ammonium
0.157,Achara,18-Feb-11,Total phosphorus
0.184,Chai,18-Feb-11,Ammonium
0.26,Chai,18-Feb-11,Ammonium
0.355,Tansanee,18-Feb-11,Total phosphorus
0.367,Tansanee,18-Feb-11,Ammonium
0.5,Achara,18-Feb-11,Cadmium
0.595,Tansanee,18-Feb-11,Manganese
1,Achara,18-Feb-11,Water temperature
1,Achara,18-Feb-11,Lead
1,Achara,18-Feb-11,Mercury
1,Achara,18-Feb-11,Arsenic
1.1,Achara,18-Feb-11,Nitrates
1.2,Achara,18-Feb-11,Copper
1.67,Achara,18-Feb-11,Total nitrogen
2,Chai,18-Feb-11,Nitrates
2.04,Chai,18-Feb-11,Nitrates
2.05,Chai,18-Feb-11,Nitrates
2.2,Achara,18-Feb-11,Chemical Oxygen Demand (Mn)
2.392,Tansanee,18-Feb-11,Nitrates
2.94,Tansanee,18-Feb-11,Biochemical Oxygen
3,Tansanee,18-Feb-11,Water temperature
4.9,Achara,18-Feb-11,Biochemical Oxygen
7.15,Achara,18-Feb-11,Dissolved silicates
8,Achara,18-Feb-11,Magnesium
8,Achara,18-Feb-11,Zinc
8,Chai,18-Feb-11,Water temperature
8,Chai,18-Feb-11,Water temperature
8,Chai,18-Feb-11,Water temperature
11.38,Chai,18-Feb-11,Dissolved oxygen
11.41,Chai,18-Feb-11,Dissolved oxygen
11.61,Chai,18-Feb-11,Dissolved oxygen
11.81,Tansanee,18-Feb-11,Dissolved oxygen
14.4,Achara,18-Feb-11,Dissolved oxygen
17,Achara,18-Feb-11,Chlorides
31.5,Achara,18-Feb-11,Calcium
34.4,Chai,18-Feb-11,Chlorides
34.4,Chai,18-Feb-11,Chlorides
34.4,Chai,18-Feb-11,Chlorides
52.4,Tansanee,18-Feb-11,Chemical Oxygen Demand (Cr)
90.5,Tansanee,18-Feb-11,Oxygen saturation
96.11,Chai,18-Feb-11,Oxygen saturation
96.36,Chai,18-Feb-11,Oxygen saturation
98.05,Chai,18-Feb-11,Oxygen saturation
192.7,Tansanee,18-Feb-11,Chlorides
215,Chai,18-Feb-11,Total dissolved salts
217,Chai,18-Feb-11,Total dissolved salts
224,Chai,18-Feb-11,Total dissolved salts
262.9,Tansanee,18-Feb-11,Bicarbonates
701.6,Tansanee,18-Feb-11,Total dissolved salts
0,Decha,19-Feb-11,Cyanides
0,Decha,19-Feb-11,Anionic active surfactants
0.017,Decha,19-Feb-11,Nitrites
0.033,Decha,19-Feb-11,Orthophosphate-phosphorus
0.2,Decha,19-Feb-11,Water temperature
0.2,Decha,19-Feb-11,Iron
0.212,Decha,19-Feb-11,Total phosphorus
0.227,Decha,19-Feb-11,Manganese
0.24,Decha,19-Feb-11,Ammonium
0.3,Decha,19-Feb-11,Cadmium
0.55,Decha,19-Feb-11,Lead
0.636,Decha,19-Feb-11,Nitrates
1.95,Decha,19-Feb-11,Total coliforms
2.9,Decha,19-Feb-11,Nickel
5.8,Decha,19-Feb-11,Biochemical Oxygen
6.4,Decha,19-Feb-11,Chemical Oxygen Demand (Mn)
7.04,Decha,19-Feb-11,Copper
13.9,Decha,19-Feb-11,Chemical Oxygen Demand (Cr)
14,Decha,19-Feb-11,Chromium
14.3,Decha,19-Feb-11,Dissolved oxygen
17.9,Decha,19-Feb-11,Magnesium
51.9,Decha,19-Feb-11,Sulphates
60.9,Decha,19-Feb-11,Calcium
60.9,Decha,19-Feb-11,Chlorides
101.56,Decha,19-Feb-11,Oxygen saturation
235.5,Decha,19-Feb-11,Bicarbonates
470,Decha,19-Feb-11,Total dissolved salts
0,Kohsoom,25-Feb-11,Anionic active surfactants
0,Kohsoom,25-Feb-11,Petroleum hydrocarbons
0.03,Kohsoom,25-Feb-11,Orthophosphate-phosphorus
0.049,Kohsoom,25-Feb-11,Manganese
0.05,Kohsoom,25-Feb-11,Nitrites
0.07,Kohsoom,25-Feb-11,Total phosphorus
0.24,Kohsoom,25-Feb-11,Manganese
0.359,Kohsoom,25-Feb-11,Mercury
0.742,Kohsoom,25-Feb-11,Cadmium
1.94,Kohsoom,25-Feb-11,Iron
1.98,Kohsoom,25-Feb-11,Nitrates
2,Kohsoom,25-Feb-11,Water temperature
