value,location,sample date,measure
0,Kohsoom,19-Jun-16,Atrazine
0,Kohsoom,19-Jun-16,"p,p-DDT"
0,Kohsoom,19-Jun-16,gamma-Hexachlorocyclohexane
0.065,Kannika,19-Jun-16,AGOC-3A
0.031,Kannika,19-Jun-16,Methylosmoline
0.003,Kannika,19-Jun-16,Chlorodinine
0.008,Kannika,19-Jun-16,AGOC-3A
0.051,Kannika,19-Jun-16,Methylosmoline
0.018,Kannika,19-Jun-16,Chlorodinine
0.002,Kannika,19-Jun-16,AGOC-3A
0.034,Kannika,19-Jun-16,Methylosmoline
0.023,Kannika,19-Jun-16,Chlorodinine
0.025,Sakda,19-Jun-16,AGOC-3A
0.021,Sakda,19-Jun-16,Methylosmoline
0.051,Sakda,19-Jun-16,Chlorodinine
0.009,Sakda,19-Jun-16,AGOC-3A
0.005,Sakda,19-Jun-16,Methylosmoline
0.034,Sakda,19-Jun-16,Chlorodinine
0.128,Sakda,19-Jun-16,AGOC-3A
0.031,Sakda,19-Jun-16,Methylosmoline
0.003,Sakda,19-Jun-16,Chlorodinine
23,Chai,20-Jun-16,Water temperature
21.4,Chai,21-Jun-16,Water temperature
21.4,Chai,22-Jun-16,Water temperature
21.3,Chai,23-Jun-16,Water temperature
7.72,Chai,23-Jun-16,Dissolved oxygen
0.286,Chai,23-Jun-16,Ammonium
0.025,Chai,23-Jun-16,Nitrites
1.034,Chai,23-Jun-16,Nitrates
2.09,Chai,23-Jun-16,Total nitrogen
0.061,Chai,23-Jun-16,Orthophosphate-phosphorus
0.109,Chai,23-Jun-16,Total phosphorus
0.067,Chai,23-Jun-16,Total dissolved phosphorus
1,Chai,23-Jun-16,Biochemical Oxygen
21.2,Chai,23-Jun-16,Water temperature
7.65,Chai,23-Jun-16,Dissolved oxygen
0.256,Chai,23-Jun-16,Ammonium
0.018,Chai,23-Jun-16,Nitrites
0.99,Chai,23-Jun-16,Nitrates
2.19,Chai,23-Jun-16,Total nitrogen
0.046,Chai,23-Jun-16,Orthophosphate-phosphorus
0.129,Chai,23-Jun-16,Total phosphorus
0.106,Chai,23-Jun-16,Total dissolved phosphorus
1.17,Chai,23-Jun-16,Biochemical Oxygen
21.3,Chai,23-Jun-16,Water temperature
7.74,Chai,23-Jun-16,Dissolved oxygen
0.425,Chai,23-Jun-16,Ammonium
0.02,Chai,23-Jun-16,Nitrites
1.017,Chai,23-Jun-16,Nitrates
2.11,Chai,23-Jun-16,Total nitrogen
0.051,Chai,23-Jun-16,Orthophosphate-phosphorus
0.138,Chai,23-Jun-16,Total phosphorus
0.073,Chai,23-Jun-16,Total dissolved phosphorus
1.08,Chai,23-Jun-16,Biochemical Oxygen
0.374,Boonsri,23-Jun-16,AGOC-3A
0.283,Boonsri,23-Jun-16,Methylosmoline
0.021,Boonsri,23-Jun-16,Chlorodinine
0.027,Boonsri,23-Jun-16,AGOC-3A
0.051,Boonsri,23-Jun-16,Methylosmoline
0.005,Boonsri,23-Jun-16,Chlorodinine
0.315,Boonsri,23-Jun-16,AGOC-3A
0.096,Boonsri,23-Jun-16,Methylosmoline
0.05,Boonsri,23-Jun-16,Chlorodinine
0.02,Kohsoom,23-Jun-16,AGOC-3A
53.031,Kohsoom,23-Jun-16,Methylosmoline
0.436,Kohsoom,23-Jun-16,Chlorodinine
21.4,Chai,24-Jun-16,Water temperature
21.4,Chai,25-Jun-16,Water temperature
22.3,Somchair,26-Jun-16,Water temperature
6.46,Somchair,26-Jun-16,Dissolved oxygen
0.131,Somchair,26-Jun-16,Ammonium
0.014,Somchair,26-Jun-16,Nitrites
1.26,Somchair,26-Jun-16,Nitrates
1.7,Somchair,26-Jun-16,Total nitrogen
0.012,Somchair,26-Jun-16,Orthophosphate-phosphorus
0.066,Somchair,26-Jun-16,Total phosphorus
0.024,Somchair,26-Jun-16,Total dissolved phosphorus
1.91,Somchair,26-Jun-16,Biochemical Oxygen
23.4,Busarakhan,26-Jun-16,Water temperature
3.93,Busarakhan,26-Jun-16,Dissolved oxygen
0.163,Busarakhan,26-Jun-16,Ammonium
0.014,Busarakhan,26-Jun-16,Nitrites
0.609,Busarakhan,26-Jun-16,Nitrates
1.59,Busarakhan,26-Jun-16,Total nitrogen
0.026,Busarakhan,26-Jun-16,Orthophosphate-phosphorus
0.07,Busarakhan,26-Jun-16,Total phosphorus
0.043,Busarakhan,26-Jun-16,Total dissolved phosphorus
4.13,Busarakhan,26-Jun-16,Biochemical Oxygen
21.4,Chai,26-Jun-16,Water temperature
21.8,Chai,27-Jun-16,Water temperature
22,Chai,28-Jun-16,Water temperature
22,Chai,29-Jun-16,Water temperature
22.4,Chai,30-Jun-16,Water temperature
22.8,Chai,1-Jul-16,Water temperature
23,Kannika,1-Jul-16,Water temperature
7.88,Kannika,1-Jul-16,Dissolved oxygen
91.84,Kannika,1-Jul-16,Oxygen saturation
197.758,Kannika,1-Jul-16,Total hardness
179.34,Kannika,1-Jul-16,Bicarbonates
206.8,Kannika,1-Jul-16,Total dissolved salts
0.03,Kannika,1-Jul-16,Ammonium
0.013,Kannika,1-Jul-16,Nitrites
1.119,Kannika,1-Jul-16,Nitrates
1.623,Kannika,1-Jul-16,Total nitrogen
0.045,Kannika,1-Jul-16,Orthophosphate-phosphorus
0.133,Kannika,1-Jul-16,Total phosphorus
0.089,Kannika,1-Jul-16,Total dissolved phosphorus
57.71,Kannika,1-Jul-16,Calcium
13.13,Kannika,1-Jul-16,Magnesium
19.1,Kannika,1-Jul-16,Chlorides
27.43,Kannika,1-Jul-16,Sulphates
0,Kannika,1-Jul-16,Zinc
13.79,Kannika,1-Jul-16,Copper
4.13,Kannika,1-Jul-16,Chromium
3.35,Kannika,1-Jul-16,Lead
0,Kannika,1-Jul-16,Cadmium
0,Kannika,1-Jul-16,Mercury
5.94,Kannika,1-Jul-16,Nickel
1.8,Kannika,1-Jul-16,Arsenic
1.13,Kannika,1-Jul-16,Biochemical Oxygen
16.68,Kannika,1-Jul-16,Chemical Oxygen Demand (Cr)
4.09,Kannika,1-Jul-16,Chemical Oxygen Demand (Mn)
0,Kannika,1-Jul-16,Anionic active surfactants
0.2664,Kannika,1-Jul-16,Petroleum hydrocarbons
0,Kannika,1-Jul-16,Atrazine
0,Kannika,1-Jul-16,"p,p-DDT"
0,Kannika,1-Jul-16,gamma-Hexachlorocyclohexane
22.9,Kannika,1-Jul-16,Water temperature
8.04,Kannika,1-Jul-16,Dissolved oxygen
93.71,Kannika,1-Jul-16,Oxygen saturation
191.706,Kannika,1-Jul-16,Total hardness
179.34,Kannika,1-Jul-16,Bicarbonates
210.4,Kannika,1-Jul-16,Total dissolved salts
0,Kannika,1-Jul-16,Ammonium
0.012,Kannika,1-Jul-16,Nitrites
1.11,Kannika,1-Jul-16,Nitrates
1.584,Kannika,1-Jul-16,Total nitrogen
0.042,Kannika,1-Jul-16,Orthophosphate-phosphorus
0.126,Kannika,1-Jul-16,Total phosphorus
0.087,Kannika,1-Jul-16,Total dissolved phosphorus
56.91,Kannika,1-Jul-16,Calcium
12.16,Kannika,1-Jul-16,Magnesium
18.36,Kannika,1-Jul-16,Chlorides
26.49,Kannika,1-Jul-16,Sulphates
0,Kannika,1-Jul-16,Zinc
9.16,Kannika,1-Jul-16,Copper
4.04,Kannika,1-Jul-16,Chromium
3.34,Kannika,1-Jul-16,Lead
0,Kannika,1-Jul-16,Cadmium
0,Kannika,1-Jul-16,Mercury
6.14,Kannika,1-Jul-16,Nickel
2,Kannika,1-Jul-16,Arsenic
1.3,Kannika,1-Jul-16,Biochemical Oxygen
16.29,Kannika,1-Jul-16,Chemical Oxygen Demand (Cr)
4.16,Kannika,1-Jul-16,Chemical Oxygen Demand (Mn)
0,Kannika,1-Jul-16,Anionic active surfactants
0.233,Kannika,1-Jul-16,Petroleum hydrocarbons
0,Kannika,1-Jul-16,Atrazine
0,Kannika,1-Jul-16,"p,p-DDT"
0,Kannika,1-Jul-16,gamma-Hexachlorocyclohexane
23,Kannika,1-Jul-16,Water temperature
7.92,Kannika,1-Jul-16,Dissolved oxygen
92.31,Kannika,1-Jul-16,Oxygen saturation
195.622,Kannika,1-Jul-16,Total hardness
172.63,Kannika,1-Jul-16,Bicarbonates
206,Kannika,1-Jul-16,Total dissolved salts
0,Kannika,1-Jul-16,Ammonium
0.012,Kannika,1-Jul-16,Nitrites
1.105,Kannika,1-Jul-16,Nitrates
1.586,Kannika,1-Jul-16,Total nitrogen
0.043,Kannika,1-Jul-16,Orthophosphate-phosphorus
0.135,Kannika,1-Jul-16,Total phosphorus
0.088,Kannika,1-Jul-16,Total dissolved phosphorus
56.91,Kannika,1-Jul-16,Calcium
13.13,Kannika,1-Jul-16,Magnesium
19.1,Kannika,1-Jul-16,Chlorides
26.41,Kannika,1-Jul-16,Sulphates
0,Kannika,1-Jul-16,Zinc
9.44,Kannika,1-Jul-16,Copper
4.1,Kannika,1-Jul-16,Chromium
2.86,Kannika,1-Jul-16,Lead
0,Kannika,1-Jul-16,Cadmium
0,Kannika,1-Jul-16,Mercury
6.14,Kannika,1-Jul-16,Nickel
2,Kannika,1-Jul-16,Arsenic
1.21,Kannika,1-Jul-16,Biochemical Oxygen
17.07,Kannika,1-Jul-16,Chemical Oxygen Demand (Cr)
4.16,Kannika,1-Jul-16,Chemical Oxygen Demand (Mn)
0,Kannika,1-Jul-16,Anionic active surfactants
0.2329,Kannika,1-Jul-16,Petroleum hydrocarbons
0,Kannika,1-Jul-16,Atrazine
0,Kannika,1-Jul-16,"p,p-DDT"
0,Kannika,1-Jul-16,gamma-Hexachlorocyclohexane
22.5,Boonsri,2-Jul-16,Water temperature
0.04,Boonsri,2-Jul-16,Ammonium
0.015,Boonsri,2-Jul-16,Nitrites
0.51,Boonsri,2-Jul-16,Nitrates
0.832,Boonsri,2-Jul-16,Total nitrogen
0.028,Boonsri,2-Jul-16,Orthophosphate-phosphorus
0.041,Boonsri,2-Jul-16,Total phosphorus
0.034,Boonsri,2-Jul-16,Total dissolved phosphorus
2.63,Boonsri,2-Jul-16,Biochemical Oxygen
22.5,Boonsri,2-Jul-16,Water temperature
0.032,Boonsri,2-Jul-16,Ammonium
0.017,Boonsri,2-Jul-16,Nitrites
0.51,Boonsri,2-Jul-16,Nitrates
0.726,Boonsri,2-Jul-16,Total nitrogen
0.025,Boonsri,2-Jul-16,Orthophosphate-phosphorus
0.039,Boonsri,2-Jul-16,Total phosphorus
0.032,Boonsri,2-Jul-16,Total dissolved phosphorus
2.5,Boonsri,2-Jul-16,Biochemical Oxygen
22.5,Boonsri,2-Jul-16,Water temperature
0.041,Boonsri,2-Jul-16,Ammonium
0.026,Boonsri,2-Jul-16,Nitrites
0.56,Boonsri,2-Jul-16,Nitrates
0.898,Boonsri,2-Jul-16,Total nitrogen
0.031,Boonsri,2-Jul-16,Orthophosphate-phosphorus
0.038,Boonsri,2-Jul-16,Total phosphorus
0.031,Boonsri,2-Jul-16,Total dissolved phosphorus
2.6,Boonsri,2-Jul-16,Biochemical Oxygen
23.9,Chai,2-Jul-16,Water temperature
10.6,Chai,2-Jul-16,Dissolved oxygen
171.592,Chai,2-Jul-16,Total hardness
251,Chai,2-Jul-16,Total dissolved salts
0.087,Chai,2-Jul-16,Ammonium
0.016,Chai,2-Jul-16,Nitrites
0.9663,Chai,2-Jul-16,Nitrates
1.32,Chai,2-Jul-16,Total nitrogen
0,Chai,2-Jul-16,Orthophosphate-phosphorus
0.04,Chai,2-Jul-16,Total phosphorus
0.036,Chai,2-Jul-16,Total dissolved phosphorus
46,Chai,2-Jul-16,Calcium
13.8,Chai,2-Jul-16,Magnesium
21.66,Chai,2-Jul-16,Chlorides
24.08,Chai,2-Jul-16,Sulphates
1.973,Chai,2-Jul-16,Lead
0,Chai,2-Jul-16,Cadmium
0,Chai,2-Jul-16,Mercury
2.994,Chai,2-Jul-16,Nickel
1.66,Chai,2-Jul-16,Biochemical Oxygen
29.42,Chai,2-Jul-16,Chemical Oxygen Demand (Cr)
4.96,Chai,2-Jul-16,Chemical Oxygen Demand (Mn)
0,Chai,2-Jul-16,Anionic active surfactants
0.202,Chai,2-Jul-16,Petroleum hydrocarbons
0,Chai,2-Jul-16,Atrazine
0,Chai,2-Jul-16,"p,p-DDT"
0,Chai,2-Jul-16,gamma-Hexachlorocyclohexane
23.9,Chai,2-Jul-16,Water temperature
11.89,Chai,2-Jul-16,Dissolved oxygen
171.592,Chai,2-Jul-16,Total hardness
247,Chai,2-Jul-16,Total dissolved salts
0.102,Chai,2-Jul-16,Ammonium
0.015,Chai,2-Jul-16,Nitrites
0.9196,Chai,2-Jul-16,Nitrates
1.45,Chai,2-Jul-16,Total nitrogen
0,Chai,2-Jul-16,Orthophosphate-phosphorus
0.034,Chai,2-Jul-16,Total phosphorus
0.03,Chai,2-Jul-16,Total dissolved phosphorus
46,Chai,2-Jul-16,Calcium
13.8,Chai,2-Jul-16,Magnesium
17.19,Chai,2-Jul-16,Chlorides
35.3,Chai,2-Jul-16,Sulphates
1.973,Chai,2-Jul-16,Lead
0,Chai,2-Jul-16,Cadmium
0,Chai,2-Jul-16,Mercury
1.656,Chai,2-Jul-16,Nickel
2.25,Chai,2-Jul-16,Biochemical Oxygen
27.46,Chai,2-Jul-16,Chemical Oxygen Demand (Cr)
4.8,Chai,2-Jul-16,Chemical Oxygen Demand (Mn)
0,Chai,2-Jul-16,Anionic active surfactants
0.2202,Chai,2-Jul-16,Petroleum hydrocarbons
0,Chai,2-Jul-16,Atrazine
0,Chai,2-Jul-16,"p,p-DDT"
0,Chai,2-Jul-16,gamma-Hexachlorocyclohexane
24,Chai,2-Jul-16,Water temperature
11.55,Chai,2-Jul-16,Dissolved oxygen
166.608,Chai,2-Jul-16,Total hardness
250,Chai,2-Jul-16,Total dissolved salts
0.052,Chai,2-Jul-16,Ammonium
0.016,Chai,2-Jul-16,Nitrites
0.9696,Chai,2-Jul-16,Nitrates
1.36,Chai,2-Jul-16,Total nitrogen
0,Chai,2-Jul-16,Orthophosphate-phosphorus
0.04,Chai,2-Jul-16,Total phosphorus
0.036,Chai,2-Jul-16,Total dissolved phosphorus
46,Chai,2-Jul-16,Calcium
12.6,Chai,2-Jul-16,Magnesium
17.19,Chai,2-Jul-16,Chlorides
31.28,Chai,2-Jul-16,Sulphates
1.973,Chai,2-Jul-16,Lead
0,Chai,2-Jul-16,Cadmium
0.017,Chai,2-Jul-16,Mercury
2.296,Chai,2-Jul-16,Nickel
2,Chai,2-Jul-16,Biochemical Oxygen
27.46,Chai,2-Jul-16,Chemical Oxygen Demand (Cr)
4.32,Chai,2-Jul-16,Chemical Oxygen Demand (Mn)
0,Chai,2-Jul-16,Anionic active surfactants
0.2271,Chai,2-Jul-16,Petroleum hydrocarbons
0,Chai,2-Jul-16,Atrazine
0,Chai,2-Jul-16,"p,p-DDT"
0,Chai,2-Jul-16,gamma-Hexachlorocyclohexane
23,Chai,3-Jul-16,Water temperature
23,Chai,4-Jul-16,Water temperature
23,Chai,5-Jul-16,Water temperature
23.4,Chai,6-Jul-16,Water temperature
23.4,Chai,7-Jul-16,Water temperature
24,Chai,8-Jul-16,Water temperature
25,Sakda,8-Jul-16,Water temperature
7.17,Sakda,8-Jul-16,Dissolved oxygen
86.8,Sakda,8-Jul-16,Oxygen saturation
165.718,Sakda,8-Jul-16,Total hardness
160.12,Sakda,8-Jul-16,Bicarbonates
216,Sakda,8-Jul-16,Total dissolved salts
0.089,Sakda,8-Jul-16,Ammonium
0.015,Sakda,8-Jul-16,Nitrites
0.45,Sakda,8-Jul-16,Nitrates
0.027,Sakda,8-Jul-16,Orthophosphate-phosphorus
0.108,Sakda,8-Jul-16,Total phosphorus
0.063,Sakda,8-Jul-16,Total dissolved phosphorus
49.7,Sakda,8-Jul-16,Calcium
10.21,Sakda,8-Jul-16,Magnesium
23.51,Sakda,8-Jul-16,Chlorides
0,Sakda,8-Jul-16,Zinc
7.32,Sakda,8-Jul-16,Copper
0.59,Sakda,8-Jul-16,Chromium
0,Sakda,8-Jul-16,Lead
0,Sakda,8-Jul-16,Cadmium
0,Sakda,8-Jul-16,Mercury
0,Sakda,8-Jul-16,Nickel
2.1,Sakda,8-Jul-16,Arsenic
0.69,Sakda,8-Jul-16,Biochemical Oxygen
18.27,Sakda,8-Jul-16,Chemical Oxygen Demand (Cr)
3.9,Sakda,8-Jul-16,Chemical Oxygen Demand (Mn)
0,Sakda,8-Jul-16,Anionic active surfactants
0,Sakda,8-Jul-16,Petroleum hydrocarbons
0,Sakda,8-Jul-16,Atrazine
0,Sakda,8-Jul-16,"p,p-DDT"
0,Sakda,8-Jul-16,gamma-Hexachlorocyclohexane
25,Sakda,8-Jul-16,Water temperature
7.22,Sakda,8-Jul-16,Dissolved oxygen
87.41,Sakda,8-Jul-16,Oxygen saturation
159.844,Sakda,8-Jul-16,Total hardness
156.92,Sakda,8-Jul-16,Bicarbonates
217.6,Sakda,8-Jul-16,Total dissolved salts
0.082,Sakda,8-Jul-16,Ammonium
0.014,Sakda,8-Jul-16,Nitrites
0.425,Sakda,8-Jul-16,Nitrates
0.022,Sakda,8-Jul-16,Orthophosphate-phosphorus
0.106,Sakda,8-Jul-16,Total phosphorus
0.059,Sakda,8-Jul-16,Total dissolved phosphorus
48.1,Sakda,8-Jul-16,Calcium
9.73,Sakda,8-Jul-16,Magnesium
22.77,Sakda,8-Jul-16,Chlorides
0,Sakda,8-Jul-16,Zinc
7.48,Sakda,8-Jul-16,Copper
0.7,Sakda,8-Jul-16,Chromium
0,Sakda,8-Jul-16,Lead
0,Sakda,8-Jul-16,Cadmium
0,Sakda,8-Jul-16,Mercury
0,Sakda,8-Jul-16,Nickel
2,Sakda,8-Jul-16,Arsenic
1.21,Sakda,8-Jul-16,Biochemical Oxygen
16.71,Sakda,8-Jul-16,Chemical Oxygen Demand (Cr)
3.84,Sakda,8-Jul-16,Chemical Oxygen Demand (Mn)
0,Sakda,8-Jul-16,Anionic active surfactants
0,Sakda,8-Jul-16,Petroleum hydrocarbons
0,Sakda,8-Jul-16,Atrazine
0,Sakda,8-Jul-16,"p,p-DDT"
0,Sakda,8-Jul-16,gamma-Hexachlorocyclohexane
25,Sakda,8-Jul-16,Water temperature
7.18,Sakda,8-Jul-16,Dissolved oxygen
86.92,Sakda,8-Jul-16,Oxygen saturation
163.76,Sakda,8-Jul-16,Total hardness
153.72,Sakda,8-Jul-16,Bicarbonates
218.4,Sakda,8-Jul-16,Total dissolved salts
0.089,Sakda,8-Jul-16,Ammonium
0.014,Sakda,8-Jul-16,Nitrites
0.441,Sakda,8-Jul-16,Nitrates
0.024,Sakda,8-Jul-16,Orthophosphate-phosphorus
0.112,Sakda,8-Jul-16,Total phosphorus
0.06,Sakda,8-Jul-16,Total dissolved phosphorus
49.7,Sakda,8-Jul-16,Calcium
9.73,Sakda,8-Jul-16,Magnesium
22.77,Sakda,8-Jul-16,Chlorides
0,Sakda,8-Jul-16,Zinc
7.42,Sakda,8-Jul-16,Copper
0.63,Sakda,8-Jul-16,Chromium
0,Sakda,8-Jul-16,Lead
0,Sakda,8-Jul-16,Cadmium
0,Sakda,8-Jul-16,Mercury
0,Sakda,8-Jul-16,Nickel
1.9,Sakda,8-Jul-16,Arsenic
0.68,Sakda,8-Jul-16,Biochemical Oxygen
17.48,Sakda,8-Jul-16,Chemical Oxygen Demand (Cr)
3.9,Sakda,8-Jul-16,Chemical Oxygen Demand (Mn)
0,Sakda,8-Jul-16,Anionic active surfactants
0.2584,Sakda,8-Jul-16,Petroleum hydrocarbons
0,Sakda,8-Jul-16,Atrazine
0,Sakda,8-Jul-16,"p,p-DDT"
0,Sakda,8-Jul-16,gamma-Hexachlorocyclohexane
24,Chai,9-Jul-16,Water temperature
24,Boonsri,10-Jul-16,Water temperature
0.045,Boonsri,10-Jul-16,Ammonium
0.015,Boonsri,10-Jul-16,Nitrites
0.092,Boonsri,10-Jul-16,Nitrates
0.016,Boonsri,10-Jul-16,Orthophosphate-phosphorus
0.078,Boonsri,10-Jul-16,Total phosphorus
0.03,Boonsri,10-Jul-16,Total dissolved phosphorus
2.37,Boonsri,10-Jul-16,Biochemical Oxygen
24,Boonsri,10-Jul-16,Water temperature
0.029,Boonsri,10-Jul-16,Ammonium
0.014,Boonsri,10-Jul-16,Nitrites
0.102,Boonsri,10-Jul-16,Nitrates
0.016,Boonsri,10-Jul-16,Orthophosphate-phosphorus
0.075,Boonsri,10-Jul-16,Total phosphorus
0.025,Boonsri,10-Jul-16,Total dissolved phosphorus
2.35,Boonsri,10-Jul-16,Biochemical Oxygen
24,Boonsri,10-Jul-16,Water temperature
0.045,Boonsri,10-Jul-16,Ammonium
0.015,Boonsri,10-Jul-16,Nitrites
0.12,Boonsri,10-Jul-16,Nitrates
0.022,Boonsri,10-Jul-16,Orthophosphate-phosphorus
0.077,Boonsri,10-Jul-16,Total phosphorus
0.043,Boonsri,10-Jul-16,Total dissolved phosphorus
2.22,Boonsri,10-Jul-16,Biochemical Oxygen
0.103,Decha,10-Jul-16,Ammonium
0.01,Decha,10-Jul-16,Nitrites
0.1,Decha,10-Jul-16,Nitrates
1.045,Decha,10-Jul-16,Total nitrogen
0.018,Decha,10-Jul-16,Orthophosphate-phosphorus
25.4,Chai,10-Jul-16,Water temperature
0.149,Chai,10-Jul-16,Ammonium
0.017,Chai,10-Jul-16,Nitrites
0.426,Chai,10-Jul-16,Nitrates
1.03,Chai,10-Jul-16,Total nitrogen
0.01,Chai,10-Jul-16,Orthophosphate-phosphorus
0.038,Chai,10-Jul-16,Total phosphorus
0.028,Chai,10-Jul-16,Total dissolved phosphorus
1.04,Chai,10-Jul-16,Biochemical Oxygen
25.4,Chai,10-Jul-16,Water temperature
9.08,Chai,10-Jul-16,Dissolved oxygen
0.136,Chai,10-Jul-16,Ammonium
0.014,Chai,10-Jul-16,Nitrites
0.446,Chai,10-Jul-16,Nitrates
1.07,Chai,10-Jul-16,Total nitrogen
0.009,Chai,10-Jul-16,Orthophosphate-phosphorus
0.034,Chai,10-Jul-16,Total phosphorus
0.022,Chai,10-Jul-16,Total dissolved phosphorus
1.11,Chai,10-Jul-16,Biochemical Oxygen
25.4,Chai,10-Jul-16,Water temperature
9.78,Chai,10-Jul-16,Dissolved oxygen
0.162,Chai,10-Jul-16,Ammonium
0.015,Chai,10-Jul-16,Nitrites
0.453,Chai,10-Jul-16,Nitrates
1.09,Chai,10-Jul-16,Total nitrogen
0.012,Chai,10-Jul-16,Orthophosphate-phosphorus
0.039,Chai,10-Jul-16,Total phosphorus
0.036,Chai,10-Jul-16,Total dissolved phosphorus
1.14,Chai,10-Jul-16,Biochemical Oxygen
24,Chai,11-Jul-16,Water temperature
25,Chai,12-Jul-16,Water temperature
25,Chai,13-Jul-16,Water temperature
25.2,Somchair,14-Jul-16,Water temperature
7.3,Somchair,14-Jul-16,Dissolved oxygen
218.61,Somchair,14-Jul-16,Total hardness
457,Somchair,14-Jul-16,Total dissolved salts
0.088,Somchair,14-Jul-16,Ammonium
0.025,Somchair,14-Jul-16,Nitrites
1.66,Somchair,14-Jul-16,Nitrates
3.13,Somchair,14-Jul-16,Total nitrogen
0.07,Somchair,14-Jul-16,Orthophosphate-phosphorus
0.119,Somchair,14-Jul-16,Total phosphorus
0.105,Somchair,14-Jul-16,Total dissolved phosphorus
55.8,Somchair,14-Jul-16,Calcium
12.6,Somchair,14-Jul-16,Magnesium
90.32,Somchair,14-Jul-16,Chlorides
1.0132,Somchair,14-Jul-16,Cadmium
0.049,Somchair,14-Jul-16,Mercury
3.13,Somchair,14-Jul-16,Biochemical Oxygen
86.59,Somchair,14-Jul-16,Chemical Oxygen Demand (Cr)
28.16,Somchair,14-Jul-16,Chemical Oxygen Demand (Mn)
0,Somchair,14-Jul-16,Anionic active surfactants
0.2763,Somchair,14-Jul-16,Petroleum hydrocarbons
0,Somchair,14-Jul-16,Atrazine
0,Somchair,14-Jul-16,"p,p-DDT"
0,Somchair,14-Jul-16,gamma-Hexachlorocyclohexane
24.5,Busarakhan,14-Jul-16,Water temperature
7.84,Busarakhan,14-Jul-16,Dissolved oxygen
201.912,Busarakhan,14-Jul-16,Total hardness
372,Busarakhan,14-Jul-16,Total dissolved salts
0.091,Busarakhan,14-Jul-16,Ammonium
0.023,Busarakhan,14-Jul-16,Nitrites
1.17,Busarakhan,14-Jul-16,Nitrates
1.44,Busarakhan,14-Jul-16,Total nitrogen
0.025,Busarakhan,14-Jul-16,Orthophosphate-phosphorus
0.114,Busarakhan,14-Jul-16,Total phosphorus
0.098,Busarakhan,14-Jul-16,Total dissolved phosphorus
55.8,Busarakhan,14-Jul-16,Calcium
15,Busarakhan,14-Jul-16,Magnesium
34.89,Busarakhan,14-Jul-16,Chlorides
6.274,Busarakhan,14-Jul-16,Lead
0.4004,Busarakhan,14-Jul-16,Cadmium
0.03,Busarakhan,14-Jul-16,Mercury
12.8,Busarakhan,14-Jul-16,Nickel
1.33,Busarakhan,14-Jul-16,Biochemical Oxygen
33.45,Busarakhan,14-Jul-16,Chemical Oxygen Demand (Cr)
0,Busarakhan,14-Jul-16,Anionic active surfactants
0.2528,Busarakhan,14-Jul-16,Petroleum hydrocarbons
0,Busarakhan,14-Jul-16,Atrazine
0,Busarakhan,14-Jul-16,"p,p-DDT"
0,Busarakhan,14-Jul-16,gamma-Hexachlorocyclohexane
25,Chai,14-Jul-16,Water temperature
25,Chai,15-Jul-16,Water temperature
0.041,Chai,15-Jul-16,AGOC-3A
1.295,Chai,15-Jul-16,Methylosmoline
0,Chai,15-Jul-16,Chlorodinine
0.016,Chai,15-Jul-16,AGOC-3A
1.282,Chai,15-Jul-16,Methylosmoline
0.02,Chai,15-Jul-16,Chlorodinine
0.062,Chai,15-Jul-16,AGOC-3A
1.345,Chai,15-Jul-16,Methylosmoline
0.006,Chai,15-Jul-16,Chlorodinine
26,Achara,16-Jul-16,Water temperature
8.2,Achara,16-Jul-16,Dissolved oxygen
96,Achara,16-Jul-16,Oxygen saturation
107.3,Achara,16-Jul-16,Total hardness
164,Achara,16-Jul-16,Total dissolved salts
0.04,Achara,16-Jul-16,Ammonium
0.021,Achara,16-Jul-16,Nitrites
0.79,Achara,16-Jul-16,Nitrates
0.95,Achara,16-Jul-16,Total nitrogen
0.044,Achara,16-Jul-16,Orthophosphate-phosphorus
0.061,Achara,16-Jul-16,Total phosphorus
3.3,Achara,16-Jul-16,Dissolved silicates
33.2,Achara,16-Jul-16,Calcium
5.9,Achara,16-Jul-16,Magnesium
9.1,Achara,16-Jul-16,Chlorides
0,Achara,16-Jul-16,Mercury
1.2,Achara,16-Jul-16,Biochemical Oxygen
19,Achara,16-Jul-16,Chemical Oxygen Demand (Cr)
3.1,Achara,16-Jul-16,Chemical Oxygen Demand (Mn)
0,Achara,16-Jul-16,Petroleum hydrocarbons
0,Achara,16-Jul-16,Atrazine
0,Achara,16-Jul-16,"p,p-DDT"
0,Achara,16-Jul-16,gamma-Hexachlorocyclohexane
26,Tansanee,16-Jul-16,Water temperature
4.87,Tansanee,16-Jul-16,Dissolved oxygen
53.17,Tansanee,16-Jul-16,Oxygen saturation
258.258,Tansanee,16-Jul-16,Total hardness
243.37,Tansanee,16-Jul-16,Bicarbonates
596,Tansanee,16-Jul-16,Total dissolved salts
2.707,Tansanee,16-Jul-16,Ammonium
0.157,Tansanee,16-Jul-16,Nitrites
3.268,Tansanee,16-Jul-16,Nitrates
7.077,Tansanee,16-Jul-16,Total nitrogen
0.105,Tansanee,16-Jul-16,Orthophosphate-phosphorus
0.124,Tansanee,16-Jul-16,Total phosphorus
81.763,Tansanee,16-Jul-16,Calcium
13.133,Tansanee,16-Jul-16,Magnesium
136.891,Tansanee,16-Jul-16,Chlorides
87.952,Tansanee,16-Jul-16,Sulphates
